SystemMeasureIndex,SystemRowIndex,Left,Top,Height,Width,Image
37,6,54,674,71,111,Wagner_WWV086B_182.png
38,6,166,674,71,76,Wagner_WWV086B_182.png
39,6,243,674,71,86,Wagner_WWV086B_182.png
40,6,330,674,71,73,Wagner_WWV086B_182.png
41,6,404,674,71,93,Wagner_WWV086B_182.png
42,6,498,674,71,67,Wagner_WWV086B_182.png
1,1,44,80,65,98,Wagner_WWV086B_183.png
2,1,143,80,65,58,Wagner_WWV086B_183.png
3,1,202,80,65,73,Wagner_WWV086B_183.png
4,1,276,80,65,64,Wagner_WWV086B_183.png
5,1,341,80,65,45,Wagner_WWV086B_183.png
6,1,388,80,65,73,Wagner_WWV086B_183.png
7,1,462,80,65,94,Wagner_WWV086B_183.png
8,2,44,200,70,93,Wagner_WWV086B_183.png
9,2,138,200,70,56,Wagner_WWV086B_183.png
10,2,195,200,70,83,Wagner_WWV086B_183.png
11,2,279,200,70,59,Wagner_WWV086B_183.png
12,2,339,200,70,76,Wagner_WWV086B_183.png
13,2,416,200,70,66,Wagner_WWV086B_183.png
14,2,483,200,70,73,Wagner_WWV086B_183.png
15,3,44,322,72,141,Wagner_WWV086B_183.png
16,3,186,322,72,108,Wagner_WWV086B_183.png
17,3,295,322,72,96,Wagner_WWV086B_183.png
18,3,392,322,72,70,Wagner_WWV086B_183.png
19,3,463,322,72,94,Wagner_WWV086B_183.png
20,4,45,440,65,147,Wagner_WWV086B_183.png
21,4,193,440,65,127,Wagner_WWV086B_183.png
22,4,321,440,65,125,Wagner_WWV086B_183.png
23,4,447,440,65,110,Wagner_WWV086B_183.png
24,5,45,560,66,130,Wagner_WWV086B_183.png
25,5,177,560,66,101,Wagner_WWV086B_183.png
26,5,279,560,66,82,Wagner_WWV086B_183.png
27,5,362,560,66,90,Wagner_WWV086B_183.png
28,5,453,560,66,105,Wagner_WWV086B_183.png
29,6,47,673,73,115,Wagner_WWV086B_183.png
30,6,163,673,73,110,Wagner_WWV086B_183.png
31,6,274,673,73,93,Wagner_WWV086B_183.png
32,6,367,673,73,81,Wagner_WWV086B_183.png
33,6,450,673,73,108,Wagner_WWV086B_183.png
1,1,47,82,70,118,Wagner_WWV086B_184.png
2,1,166,82,70,99,Wagner_WWV086B_184.png
3,1,266,82,70,71,Wagner_WWV086B_184.png
4,1,337,82,70,70,Wagner_WWV086B_184.png
5,1,409,82,70,69,Wagner_WWV086B_184.png
6,1,479,82,70,81,Wagner_WWV086B_184.png
7,2,45,206,71,107,Wagner_WWV086B_184.png
8,2,154,206,71,104,Wagner_WWV086B_184.png
9,2,259,206,71,85,Wagner_WWV086B_184.png
10,2,345,206,71,89,Wagner_WWV086B_184.png
11,2,435,206,71,65,Wagner_WWV086B_184.png
12,2,501,206,71,58,Wagner_WWV086B_184.png
13,3,43,325,65,91,Wagner_WWV086B_184.png
14,3,135,325,65,79,Wagner_WWV086B_184.png
15,3,215,325,65,61,Wagner_WWV086B_184.png
16,3,277,325,65,58,Wagner_WWV086B_184.png
17,3,336,325,65,58,Wagner_WWV086B_184.png
18,3,395,325,65,77,Wagner_WWV086B_184.png
19,3,473,325,65,86,Wagner_WWV086B_184.png
20,4,45,449,70,128,Wagner_WWV086B_184.png
21,4,175,449,70,93,Wagner_WWV086B_184.png
22,4,269,449,70,109,Wagner_WWV086B_184.png
23,4,379,449,70,98,Wagner_WWV086B_184.png
24,4,478,449,70,81,Wagner_WWV086B_184.png
25,5,45,567,66,105,Wagner_WWV086B_184.png
26,5,152,567,66,76,Wagner_WWV086B_184.png
27,5,229,567,66,82,Wagner_WWV086B_184.png
28,5,311,567,66,77,Wagner_WWV086B_184.png
29,5,390,567,66,83,Wagner_WWV086B_184.png
30,5,474,567,66,84,Wagner_WWV086B_184.png
31,6,45,682,68,104,Wagner_WWV086B_184.png
32,6,151,682,68,72,Wagner_WWV086B_184.png
33,6,224,682,68,77,Wagner_WWV086B_184.png
34,6,303,682,68,75,Wagner_WWV086B_184.png
35,6,379,682,68,56,Wagner_WWV086B_184.png
36,6,436,682,68,66,Wagner_WWV086B_184.png
37,6,503,682,68,54,Wagner_WWV086B_184.png
1,1,42,76,73,132,Wagner_WWV086B_185.png
2,1,176,76,73,103,Wagner_WWV086B_185.png
3,1,280,76,73,84,Wagner_WWV086B_185.png
4,1,365,76,73,107,Wagner_WWV086B_185.png
5,1,473,76,73,81,Wagner_WWV086B_185.png
6,2,44,195,74,161,Wagner_WWV086B_185.png
7,2,206,195,74,100,Wagner_WWV086B_185.png
8,2,307,195,74,133,Wagner_WWV086B_185.png
9,2,441,195,74,114,Wagner_WWV086B_185.png
10,3,44,312,74,161,Wagner_WWV086B_185.png
11,3,206,312,74,119,Wagner_WWV086B_185.png
12,3,326,312,74,104,Wagner_WWV086B_185.png
13,3,431,312,74,124,Wagner_WWV086B_185.png
14,4,45,427,78,145,Wagner_WWV086B_185.png
15,4,191,427,78,122,Wagner_WWV086B_185.png
16,4,314,427,78,107,Wagner_WWV086B_185.png
17,4,422,427,78,134,Wagner_WWV086B_185.png
18,5,45,554,73,163,Wagner_WWV086B_185.png
19,5,210,554,73,132,Wagner_WWV086B_185.png
20,5,343,554,73,71,Wagner_WWV086B_185.png
21,5,415,554,73,68,Wagner_WWV086B_185.png
22,5,484,554,73,73,Wagner_WWV086B_185.png
23,6,48,672,78,146,Wagner_WWV086B_185.png
24,6,195,672,78,91,Wagner_WWV086B_185.png
25,6,288,672,78,72,Wagner_WWV086B_185.png
26,6,361,672,78,83,Wagner_WWV086B_185.png
27,6,445,672,78,112,Wagner_WWV086B_185.png
1,1,54,61,80,149,Wagner_WWV086B_186.png
2,1,204,61,80,116,Wagner_WWV086B_186.png
3,1,321,61,80,119,Wagner_WWV086B_186.png
4,1,442,61,80,128,Wagner_WWV086B_186.png
5,2,55,187,72,149,Wagner_WWV086B_186.png
6,2,205,187,72,128,Wagner_WWV086B_186.png
7,2,334,187,72,113,Wagner_WWV086B_186.png
8,2,448,187,72,121,Wagner_WWV086B_186.png
9,3,55,305,72,152,Wagner_WWV086B_186.png
10,3,208,305,72,121,Wagner_WWV086B_186.png
11,3,330,305,72,119,Wagner_WWV086B_186.png
12,3,451,305,72,118,Wagner_WWV086B_186.png
13,4,56,424,73,154,Wagner_WWV086B_186.png
14,4,211,424,73,126,Wagner_WWV086B_186.png
15,4,337,424,73,109,Wagner_WWV086B_186.png
16,4,448,424,73,121,Wagner_WWV086B_186.png
17,5,56,542,75,140,Wagner_WWV086B_186.png
18,5,197,542,75,125,Wagner_WWV086B_186.png
19,5,323,542,75,129,Wagner_WWV086B_186.png
20,5,453,542,75,115,Wagner_WWV086B_186.png
21,6,56,662,77,144,Wagner_WWV086B_186.png
22,6,201,662,77,116,Wagner_WWV086B_186.png
23,6,318,662,77,126,Wagner_WWV086B_186.png
24,6,445,662,77,123,Wagner_WWV086B_186.png
1,1,43,64,77,161,Wagner_WWV086B_187.png
2,1,205,64,77,128,Wagner_WWV086B_187.png
3,1,334,64,77,109,Wagner_WWV086B_187.png
4,1,444,64,77,112,Wagner_WWV086B_187.png
5,2,43,187,67,88,Wagner_WWV086B_187.png
6,2,132,187,67,126,Wagner_WWV086B_187.png
7,2,259,187,67,79,Wagner_WWV086B_187.png
8,2,339,187,67,52,Wagner_WWV086B_187.png
9,2,393,187,67,66,Wagner_WWV086B_187.png
10,2,460,187,67,96,Wagner_WWV086B_187.png
11,3,44,302,70,150,Wagner_WWV086B_187.png
12,3,195,302,70,116,Wagner_WWV086B_187.png
13,3,312,302,70,122,Wagner_WWV086B_187.png
14,3,436,302,70,121,Wagner_WWV086B_187.png
15,4,42,420,69,143,Wagner_WWV086B_187.png
16,4,186,420,69,110,Wagner_WWV086B_187.png
17,4,298,420,69,132,Wagner_WWV086B_187.png
18,4,430,420,69,126,Wagner_WWV086B_187.png
19,5,43,537,72,140,Wagner_WWV086B_187.png
20,5,184,537,72,118,Wagner_WWV086B_187.png
21,5,302,537,72,112,Wagner_WWV086B_187.png
22,5,415,537,72,64,Wagner_WWV086B_187.png
23,5,481,537,72,74,Wagner_WWV086B_187.png
24,6,42,668,67,83,Wagner_WWV086B_187.png
25,6,127,668,67,64,Wagner_WWV086B_187.png
26,6,192,668,67,32,Wagner_WWV086B_187.png
27,6,225,668,67,66,Wagner_WWV086B_187.png
28,6,293,668,67,106,Wagner_WWV086B_187.png
29,6,401,668,67,71,Wagner_WWV086B_187.png
30,6,474,668,67,81,Wagner_WWV086B_187.png
1,1,52,68,70,117,Wagner_WWV086B_188.png
2,1,171,68,70,76,Wagner_WWV086B_188.png
3,1,248,68,70,80,Wagner_WWV086B_188.png
4,1,329,68,70,77,Wagner_WWV086B_188.png
5,1,407,68,70,77,Wagner_WWV086B_188.png
6,1,486,68,70,80,Wagner_WWV086B_188.png
7,2,52,196,65,119,Wagner_WWV086B_188.png
8,2,174,196,65,64,Wagner_WWV086B_188.png
9,2,239,196,65,65,Wagner_WWV086B_188.png
10,2,305,196,65,67,Wagner_WWV086B_188.png
11,2,373,196,65,50,Wagner_WWV086B_188.png
12,2,423,196,65,52,Wagner_WWV086B_188.png
13,2,478,196,65,52,Wagner_WWV086B_188.png
14,3,52,314,69,123,Wagner_WWV086B_188.png
15,3,177,314,69,118,Wagner_WWV086B_188.png
16,3,296,314,69,109,Wagner_WWV086B_188.png
17,3,406,314,69,77,Wagner_WWV086B_188.png
18,3,484,314,69,82,Wagner_WWV086B_188.png
19,4,52,434,69,158,Wagner_WWV086B_188.png
20,4,211,434,69,117,Wagner_WWV086B_188.png
21,4,330,434,69,100,Wagner_WWV086B_188.png
22,4,433,434,69,132,Wagner_WWV086B_188.png
23,5,52,556,67,148,Wagner_WWV086B_188.png
24,5,201,556,67,74,Wagner_WWV086B_188.png
25,5,276,556,67,85,Wagner_WWV086B_188.png
26,5,362,556,67,96,Wagner_WWV086B_188.png
27,5,459,556,67,107,Wagner_WWV086B_188.png
28,6,52,673,70,143,Wagner_WWV086B_188.png
29,6,196,673,70,118,Wagner_WWV086B_188.png
30,6,315,673,70,122,Wagner_WWV086B_188.png
31,6,438,673,70,128,Wagner_WWV086B_188.png
1,1,47,61,71,97,Wagner_WWV086B_189.png
2,1,145,61,71,66,Wagner_WWV086B_189.png
3,1,211,61,71,98,Wagner_WWV086B_189.png
4,1,311,61,71,119,Wagner_WWV086B_189.png
5,1,432,61,71,127,Wagner_WWV086B_189.png
6,2,47,180,71,177,Wagner_WWV086B_189.png
7,2,225,180,71,105,Wagner_WWV086B_189.png
8,2,332,180,71,135,Wagner_WWV086B_189.png
9,2,468,180,71,91,Wagner_WWV086B_189.png
10,3,47,300,68,161,Wagner_WWV086B_189.png
11,3,209,300,68,115,Wagner_WWV086B_189.png
12,3,324,300,68,126,Wagner_WWV086B_189.png
13,3,452,300,68,107,Wagner_WWV086B_189.png
14,4,47,421,67,136,Wagner_WWV086B_189.png
15,4,183,421,67,104,Wagner_WWV086B_189.png
16,4,289,421,67,105,Wagner_WWV086B_189.png
17,4,395,421,67,104,Wagner_WWV086B_189.png
18,4,500,421,67,59,Wagner_WWV086B_189.png
19,5,47,539,64,113,Wagner_WWV086B_189.png
20,5,161,539,64,64,Wagner_WWV086B_189.png
21,5,226,539,64,63,Wagner_WWV086B_189.png
22,5,290,539,64,67,Wagner_WWV086B_189.png
23,5,358,539,64,66,Wagner_WWV086B_189.png
24,5,425,539,64,65,Wagner_WWV086B_189.png
25,5,491,539,64,66,Wagner_WWV086B_189.png
26,6,45,671,66,104,Wagner_WWV086B_189.png
27,6,151,671,66,67,Wagner_WWV086B_189.png
28,6,219,671,66,51,Wagner_WWV086B_189.png
29,6,271,671,66,48,Wagner_WWV086B_189.png
30,6,320,671,66,58,Wagner_WWV086B_189.png
31,6,379,671,66,50,Wagner_WWV086B_189.png
32,6,430,671,66,73,Wagner_WWV086B_189.png
33,6,504,671,66,56,Wagner_WWV086B_189.png
1,1,47,76,65,89,Wagner_WWV086B_190.png
2,1,137,76,65,59,Wagner_WWV086B_190.png
3,1,198,76,65,45,Wagner_WWV086B_190.png
4,1,245,76,65,51,Wagner_WWV086B_190.png
5,1,297,76,65,45,Wagner_WWV086B_190.png
6,1,344,76,65,59,Wagner_WWV086B_190.png
7,1,405,76,65,34,Wagner_WWV086B_190.png
8,1,440,76,65,55,Wagner_WWV086B_190.png
9,1,496,76,65,65,Wagner_WWV086B_190.png
10,2,49,198,64,73,Wagner_WWV086B_190.png
11,2,123,198,64,142,Wagner_WWV086B_190.png
12,2,266,198,64,109,Wagner_WWV086B_190.png
13,2,376,198,64,79,Wagner_WWV086B_190.png
14,2,456,198,64,105,Wagner_WWV086B_190.png
15,3,50,314,66,126,Wagner_WWV086B_190.png
16,3,177,314,66,84,Wagner_WWV086B_190.png
17,3,262,314,66,79,Wagner_WWV086B_190.png
18,3,342,314,66,51,Wagner_WWV086B_190.png
19,3,394,314,66,67,Wagner_WWV086B_190.png
20,3,462,314,66,100,Wagner_WWV086B_190.png
21,4,51,436,70,124,Wagner_WWV086B_190.png
22,4,176,436,70,59,Wagner_WWV086B_190.png
23,4,236,436,70,99,Wagner_WWV086B_190.png
24,4,336,436,70,107,Wagner_WWV086B_190.png
25,4,444,436,70,119,Wagner_WWV086B_190.png
26,5,52,559,64,125,Wagner_WWV086B_190.png
27,5,178,559,64,59,Wagner_WWV086B_190.png
28,5,238,559,64,64,Wagner_WWV086B_190.png
29,5,303,559,64,58,Wagner_WWV086B_190.png
30,5,362,559,64,88,Wagner_WWV086B_190.png
31,5,451,559,64,113,Wagner_WWV086B_190.png
32,6,54,676,67,91,Wagner_WWV086B_190.png
33,6,147,676,67,83,Wagner_WWV086B_190.png
34,6,234,676,67,47,Wagner_WWV086B_190.png
35,6,283,676,67,87,Wagner_WWV086B_190.png
36,6,371,676,67,43,Wagner_WWV086B_190.png
37,6,415,676,67,82,Wagner_WWV086B_190.png
38,6,498,676,67,67,Wagner_WWV086B_190.png
1,1,43,80,69,123,Wagner_WWV086B_191.png
2,1,167,80,69,87,Wagner_WWV086B_191.png
3,1,254,80,69,87,Wagner_WWV086B_191.png
4,1,343,80,69,88,Wagner_WWV086B_191.png
5,1,432,80,69,65,Wagner_WWV086B_191.png
6,1,498,80,69,58,Wagner_WWV086B_191.png
7,2,43,201,68,82,Wagner_WWV086B_191.png
8,2,127,201,68,50,Wagner_WWV086B_191.png
9,2,178,201,68,44,Wagner_WWV086B_191.png
10,2,223,201,68,73,Wagner_WWV086B_191.png
11,2,297,201,68,85,Wagner_WWV086B_191.png
12,2,383,201,68,82,Wagner_WWV086B_191.png
13,2,466,201,68,89,Wagner_WWV086B_191.png
14,3,42,322,67,116,Wagner_WWV086B_191.png
15,3,162,322,67,112,Wagner_WWV086B_191.png
16,3,276,322,67,52,Wagner_WWV086B_191.png
17,3,329,322,67,80,Wagner_WWV086B_191.png
18,3,410,322,67,55,Wagner_WWV086B_191.png
19,3,466,322,67,43,Wagner_WWV086B_191.png
20,3,509,322,67,45,Wagner_WWV086B_191.png
21,4,43,444,70,192,Wagner_WWV086B_191.png
22,4,236,444,70,160,Wagner_WWV086B_191.png
23,4,397,444,70,157,Wagner_WWV086B_191.png
24,5,43,562,71,175,Wagner_WWV086B_191.png
25,5,219,562,71,161,Wagner_WWV086B_191.png
26,5,380,562,71,173,Wagner_WWV086B_191.png
27,6,43,688,68,124,Wagner_WWV086B_191.png
28,6,168,688,68,81,Wagner_WWV086B_191.png
29,6,251,688,68,101,Wagner_WWV086B_191.png
30,6,353,688,68,67,Wagner_WWV086B_191.png
31,6,421,688,68,133,Wagner_WWV086B_191.png
1,1,51,82,69,91,Wagner_WWV086B_192.png
2,1,144,82,69,65,Wagner_WWV086B_192.png
3,1,210,82,69,55,Wagner_WWV086B_192.png
4,1,266,82,69,70,Wagner_WWV086B_192.png
5,1,337,82,69,63,Wagner_WWV086B_192.png
6,1,401,82,69,47,Wagner_WWV086B_192.png
7,1,449,82,69,49,Wagner_WWV086B_192.png
8,1,499,82,69,66,Wagner_WWV086B_192.png
9,2,51,207,68,91,Wagner_WWV086B_192.png
10,2,143,207,68,41,Wagner_WWV086B_192.png
11,2,185,207,68,73,Wagner_WWV086B_192.png
12,2,259,207,68,80,Wagner_WWV086B_192.png
13,2,340,207,68,74,Wagner_WWV086B_192.png
14,2,415,207,68,87,Wagner_WWV086B_192.png
15,2,503,207,68,62,Wagner_WWV086B_192.png
16,3,52,325,68,157,Wagner_WWV086B_192.png
17,3,210,325,68,105,Wagner_WWV086B_192.png
18,3,317,325,68,148,Wagner_WWV086B_192.png
19,3,466,325,68,100,Wagner_WWV086B_192.png
20,4,51,444,68,168,Wagner_WWV086B_192.png
21,4,222,444,68,134,Wagner_WWV086B_192.png
22,4,357,444,68,47,Wagner_WWV086B_192.png
23,4,405,444,68,75,Wagner_WWV086B_192.png
24,4,481,444,68,85,Wagner_WWV086B_192.png
25,5,52,563,66,101,Wagner_WWV086B_192.png
26,5,154,563,66,79,Wagner_WWV086B_192.png
27,5,234,563,66,72,Wagner_WWV086B_192.png
28,5,307,563,66,91,Wagner_WWV086B_192.png
29,5,399,563,66,86,Wagner_WWV086B_192.png
30,5,486,563,66,80,Wagner_WWV086B_192.png
31,6,52,682,69,129,Wagner_WWV086B_192.png
32,6,183,682,69,82,Wagner_WWV086B_192.png
33,6,266,682,69,76,Wagner_WWV086B_192.png
34,6,343,682,69,115,Wagner_WWV086B_192.png
35,6,459,682,69,107,Wagner_WWV086B_192.png
1,1,49,72,69,148,Wagner_WWV086B_193.png
2,1,198,72,69,115,Wagner_WWV086B_193.png
3,1,314,72,69,130,Wagner_WWV086B_193.png
4,1,445,72,69,117,Wagner_WWV086B_193.png
5,2,48,192,74,218,Wagner_WWV086B_193.png
6,2,267,192,74,150,Wagner_WWV086B_193.png
7,2,418,192,74,143,Wagner_WWV086B_193.png
8,3,47,316,73,205,Wagner_WWV086B_193.png
9,3,253,316,73,151,Wagner_WWV086B_193.png
10,3,405,316,73,155,Wagner_WWV086B_193.png
11,4,47,441,68,166,Wagner_WWV086B_193.png
12,4,214,441,68,175,Wagner_WWV086B_193.png
13,4,390,441,68,170,Wagner_WWV086B_193.png
14,5,47,559,67,201,Wagner_WWV086B_193.png
15,5,249,559,67,168,Wagner_WWV086B_193.png
16,5,418,559,67,141,Wagner_WWV086B_193.png
17,6,47,676,67,194,Wagner_WWV086B_193.png
18,6,242,676,67,167,Wagner_WWV086B_193.png
19,6,410,676,67,149,Wagner_WWV086B_193.png
1,1,38,79,67,190,Wagner_WWV086B_194.png
2,1,229,79,67,154,Wagner_WWV086B_194.png
3,1,384,79,67,173,Wagner_WWV086B_194.png
4,2,42,198,65,207,Wagner_WWV086B_194.png
5,2,250,198,65,138,Wagner_WWV086B_194.png
6,2,389,198,65,168,Wagner_WWV086B_194.png
7,3,43,322,68,199,Wagner_WWV086B_194.png
8,3,243,322,68,127,Wagner_WWV086B_194.png
9,3,371,322,68,125,Wagner_WWV086B_194.png
10,3,496,322,68,59,Wagner_WWV086B_194.png
11,4,43,436,67,64,Wagner_WWV086B_194.png
12,4,108,436,67,58,Wagner_WWV086B_194.png
13,4,167,436,67,72,Wagner_WWV086B_194.png
14,4,239,436,67,102,Wagner_WWV086B_194.png
15,4,343,436,67,102,Wagner_WWV086B_194.png
16,4,446,436,67,111,Wagner_WWV086B_194.png
17,5,44,553,70,139,Wagner_WWV086B_194.png
18,5,183,553,70,90,Wagner_WWV086B_194.png
19,5,275,553,70,89,Wagner_WWV086B_194.png
20,5,365,553,70,89,Wagner_WWV086B_194.png
21,5,455,553,70,102,Wagner_WWV086B_194.png
22,6,45,675,73,120,Wagner_WWV086B_194.png
23,6,166,675,73,70,Wagner_WWV086B_194.png
24,6,237,675,73,51,Wagner_WWV086B_194.png
25,6,289,675,73,102,Wagner_WWV086B_194.png
26,6,392,675,73,84,Wagner_WWV086B_194.png
27,6,477,675,73,81,Wagner_WWV086B_194.png
1,1,39,70,63,139,Wagner_WWV086B_195.png
2,1,180,70,63,130,Wagner_WWV086B_195.png
3,1,311,70,63,118,Wagner_WWV086B_195.png
4,1,429,70,63,124,Wagner_WWV086B_195.png
5,2,40,183,70,141,Wagner_WWV086B_195.png
6,2,182,183,70,74,Wagner_WWV086B_195.png
7,2,257,183,70,119,Wagner_WWV086B_195.png
8,2,377,183,70,176,Wagner_WWV086B_195.png
9,3,42,301,67,142,Wagner_WWV086B_195.png
10,3,186,301,67,105,Wagner_WWV086B_195.png
11,3,292,301,67,65,Wagner_WWV086B_195.png
12,3,358,301,67,75,Wagner_WWV086B_195.png
13,3,434,301,67,52,Wagner_WWV086B_195.png
14,3,488,301,67,65,Wagner_WWV086B_195.png
15,4,40,427,62,162,Wagner_WWV086B_195.png
16,4,203,427,62,102,Wagner_WWV086B_195.png
17,4,306,427,62,117,Wagner_WWV086B_195.png
18,4,423,427,62,129,Wagner_WWV086B_195.png
19,5,40,549,63,132,Wagner_WWV086B_195.png
20,5,173,549,63,108,Wagner_WWV086B_195.png
21,5,282,549,63,112,Wagner_WWV086B_195.png
22,5,395,549,63,157,Wagner_WWV086B_195.png
23,6,40,673,70,145,Wagner_WWV086B_195.png
24,6,186,673,70,133,Wagner_WWV086B_195.png
25,6,320,673,70,119,Wagner_WWV086B_195.png
26,6,440,673,70,112,Wagner_WWV086B_195.png
1,1,45,70,72,165,Wagner_WWV086B_196.png
2,1,211,70,72,91,Wagner_WWV086B_196.png
3,1,304,70,72,88,Wagner_WWV086B_196.png
4,1,393,70,72,76,Wagner_WWV086B_196.png
5,1,470,70,72,90,Wagner_WWV086B_196.png
6,2,47,191,73,153,Wagner_WWV086B_196.png
7,2,201,191,73,122,Wagner_WWV086B_196.png
8,2,324,191,73,117,Wagner_WWV086B_196.png
9,2,442,191,73,118,Wagner_WWV086B_196.png
10,3,50,314,67,171,Wagner_WWV086B_196.png
11,3,223,314,67,93,Wagner_WWV086B_196.png
12,3,317,314,67,146,Wagner_WWV086B_196.png
13,3,464,314,67,97,Wagner_WWV086B_196.png
14,4,47,438,64,191,Wagner_WWV086B_196.png
15,4,239,438,64,155,Wagner_WWV086B_196.png
16,4,398,438,64,163,Wagner_WWV086B_196.png
17,5,49,551,68,188,Wagner_WWV086B_196.png
18,5,239,551,68,99,Wagner_WWV086B_196.png
19,5,339,551,68,97,Wagner_WWV086B_196.png
20,5,437,551,68,124,Wagner_WWV086B_196.png
21,6,52,668,74,134,Wagner_WWV086B_196.png
22,6,187,668,74,100,Wagner_WWV086B_196.png
23,6,288,668,74,100,Wagner_WWV086B_196.png
24,6,389,668,74,83,Wagner_WWV086B_196.png
25,6,472,668,74,92,Wagner_WWV086B_196.png
1,1,48,88,67,84,Wagner_WWV086B_197.png
2,1,133,88,67,62,Wagner_WWV086B_197.png
3,1,196,88,67,77,Wagner_WWV086B_197.png
4,1,275,88,67,74,Wagner_WWV086B_197.png
5,1,350,88,67,100,Wagner_WWV086B_197.png
6,1,451,88,67,109,Wagner_WWV086B_197.png
7,2,47,204,72,145,Wagner_WWV086B_197.png
8,2,193,204,72,113,Wagner_WWV086B_197.png
9,2,307,204,72,128,Wagner_WWV086B_197.png
10,2,436,204,72,124,Wagner_WWV086B_197.png
11,3,47,326,65,122,Wagner_WWV086B_197.png
12,3,170,326,65,63,Wagner_WWV086B_197.png
13,3,234,326,65,68,Wagner_WWV086B_197.png
14,3,303,326,65,128,Wagner_WWV086B_197.png
15,3,432,326,65,127,Wagner_WWV086B_197.png
16,4,45,447,66,138,Wagner_WWV086B_197.png
17,4,183,447,66,105,Wagner_WWV086B_197.png
18,4,290,447,66,254,Wagner_WWV086B_197.png
19,5,45,565,63,196,Wagner_WWV086B_197.png
20,5,242,565,63,218,Wagner_WWV086B_197.png
21,5,462,565,67,99,Wagner_WWV086B_197.png
22,6,45,676,69,121,Wagner_WWV086B_197.png
23,6,167,676,69,179,Wagner_WWV086B_197.png
24,6,347,676,69,210,Wagner_WWV086B_197.png
1,1,46,78,63,189,Wagner_WWV086B_198.png
2,1,237,78,63,154,Wagner_WWV086B_198.png
3,1,392,78,63,168,Wagner_WWV086B_198.png
4,2,46,204,67,207,Wagner_WWV086B_198.png
5,2,254,204,67,154,Wagner_WWV086B_198.png
6,2,410,204,67,151,Wagner_WWV086B_198.png
7,3,47,318,67,191,Wagner_WWV086B_198.png
8,3,239,318,67,155,Wagner_WWV086B_198.png
9,3,396,318,67,165,Wagner_WWV086B_198.png
10,4,46,442,64,193,Wagner_WWV086B_198.png
11,4,241,442,64,82,Wagner_WWV086B_198.png
12,4,324,442,64,99,Wagner_WWV086B_198.png
13,4,423,442,64,137,Wagner_WWV086B_198.png
14,5,47,560,64,132,Wagner_WWV086B_198.png
15,5,180,560,64,147,Wagner_WWV086B_198.png
16,5,328,560,64,103,Wagner_WWV086B_198.png
17,5,432,560,64,130,Wagner_WWV086B_198.png
18,6,49,676,80,164,Wagner_WWV086B_198.png
19,6,214,676,80,127,Wagner_WWV086B_198.png
20,6,342,676,80,104,Wagner_WWV086B_198.png
21,6,447,676,80,116,Wagner_WWV086B_198.png
1,1,54,82,65,200,Wagner_WWV086B_199.png
2,1,254,82,65,163,Wagner_WWV086B_199.png
3,1,419,82,65,148,Wagner_WWV086B_199.png
4,2,54,201,67,182,Wagner_WWV086B_199.png
5,2,237,201,67,177,Wagner_WWV086B_199.png
6,2,415,201,67,152,Wagner_WWV086B_199.png
7,3,52,315,62,193,Wagner_WWV086B_199.png
8,3,246,315,62,155,Wagner_WWV086B_199.png
9,3,402,315,62,164,Wagner_WWV086B_199.png
10,4,52,441,70,202,Wagner_WWV086B_199.png
11,4,255,441,70,159,Wagner_WWV086B_199.png
12,4,416,441,70,149,Wagner_WWV086B_199.png
13,5,51,568,69,201,Wagner_WWV086B_199.png
14,5,253,568,69,158,Wagner_WWV086B_199.png
15,5,412,568,69,151,Wagner_WWV086B_199.png
16,6,49,687,71,208,Wagner_WWV086B_199.png
17,6,259,687,71,168,Wagner_WWV086B_199.png
18,6,429,687,71,132,Wagner_WWV086B_199.png
1,1,50,65,77,168,Wagner_WWV086B_200.png
2,1,219,65,77,118,Wagner_WWV086B_200.png
3,1,337,65,77,114,Wagner_WWV086B_200.png
4,1,453,65,77,110,Wagner_WWV086B_200.png
5,2,51,193,75,187,Wagner_WWV086B_200.png
6,2,239,193,75,126,Wagner_WWV086B_200.png
7,2,366,193,75,107,Wagner_WWV086B_200.png
8,2,474,193,75,90,Wagner_WWV086B_200.png
9,3,50,318,79,121,Wagner_WWV086B_200.png
10,3,173,318,79,105,Wagner_WWV086B_200.png
11,3,280,318,79,163,Wagner_WWV086B_200.png
12,3,444,318,79,119,Wagner_WWV086B_200.png
13,4,51,448,68,168,Wagner_WWV086B_200.png
14,4,220,448,68,114,Wagner_WWV086B_200.png
15,4,335,448,68,119,Wagner_WWV086B_200.png
16,4,456,448,68,109,Wagner_WWV086B_200.png
17,5,51,569,76,155,Wagner_WWV086B_200.png
18,5,209,569,76,111,Wagner_WWV086B_200.png
19,5,321,567,78,155,Wagner_WWV086B_200.png
20,5,478,566,79,91,Wagner_WWV086B_200.png
21,6,54,694,63,140,Wagner_WWV086B_200.png
22,6,195,694,63,189,Wagner_WWV086B_200.png
23,6,385,694,63,183,Wagner_WWV086B_200.png
1,1,41,79,65,186,Wagner_WWV086B_201.png
2,1,228,79,65,163,Wagner_WWV086B_201.png
3,1,392,79,65,164,Wagner_WWV086B_201.png
4,2,41,203,63,207,Wagner_WWV086B_201.png
5,2,249,203,63,162,Wagner_WWV086B_201.png
6,2,412,203,63,144,Wagner_WWV086B_201.png
7,3,41,323,67,207,Wagner_WWV086B_201.png
8,3,249,323,67,167,Wagner_WWV086B_201.png
9,3,417,323,67,138,Wagner_WWV086B_201.png
