mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
397	395	4559/4	4575/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6177		articStaccatoBelow												
397	395	2277/2	2285/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6178														
397	395	4557/4	4573/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6179		articStaccatoBelow												
397	395	2279/2	2287/2	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6180		articStaccatoBelow												
397	395	4559/4	4575/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6181		articStaccatoBelow												
397	395	2277/2	2285/2	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6182		articStaccatoBelow												
397	395	4555/4	4571/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6183		articStaccatoBelow												
397	395	1139	1143	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6184		articStaccatoBelow												
397	395	4557/4	4573/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6185		articStaccatoBelow												
397	395	2279/2	2287/2	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6186		articStaccatoBelow												
397	395	4559/4	4575/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6187		articStaccatoBelow												
398	396	1140	1144	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6188														
398	396	4563/4	4579/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6189														
398	396	1141	1145	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6190														
398	396	4565/4	4581/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6191														
398	396	1140	1144	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6192														
398	396	4563/4	4579/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6193		articStaccatoBelow												
398	396	1141	1145	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6194		articStaccatoBelow												
398	396	4565/4	4581/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6195		articStaccatoBelow												
398	396	1140	1144	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6196														
398	396	4563/4	4579/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6197		articStaccatoBelow												
398	396	1141	1145	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6198		articStaccatoBelow												
398	396	4565/4	4581/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6199		articStaccatoBelow												
398	396	1140	1144	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6200		articStaccatoBelow												
398	396	4561/4	4577/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6201		articStaccatoBelow												
398	396	2281/2	2289/2	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6202		articStaccatoBelow												
398	396	4563/4	4579/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6203		articStaccatoBelow												
398	396	1141	1145	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6204		articStaccatoBelow												
398	396	4565/4	4581/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6205		articStaccatoBelow												
399	397	2283/2	2291/2	0.0		0	0	Spanner	3/8	1	1	0															96				
399	397	2283/2	2291/2	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6206										96				
399	397	4567/4	4583/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6207										96				
399	397	1142	1146	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6208										96				
399	397	4569/4	4585/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6209										96				
399	397	2285/2	2293/2	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6210										96				
399	397	4571/4	4587/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6211										96				
399	397	2283/2	2291/2	0.0		0	0	Spanner	3/8	2	1	0															97				
399	397	2283/2	2291/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6212										97				
399	397	4567/4	4583/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6213										97				
399	397	1142	1146	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6214										97				
399	397	4569/4	4585/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6215										97				
399	397	2285/2	2293/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6216										97				
399	397	4571/4	4587/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6217										97				
399	397	2283/2	2291/2	0.0		0	0	Spanner	3/8	3	1	0															98				
399	397	2283/2	2291/2	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6218										98				
399	397	4567/4	4583/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6219										98				
399	397	1142	1146	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6220										98				
399	397	4569/4	4585/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6221										98				
399	397	2285/2	2293/2	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6222										98				
399	397	4571/4	4587/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6223										98				
399	397	2283/2	2291/2	0.0		0	0	Spanner	3/8	4	1	0															99				
399	397	2283/2	2291/2	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6224										99				
399	397	4567/4	4583/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6225										99				
399	397	1142	1146	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6226										99				
399	397	4569/4	4585/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6227										99				
399	397	2285/2	2293/2	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6228										99				
399	397	4571/4	4587/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6229										99				
400	398	1143	1147	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6230										96				
400	398	4573/4	4589/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6231										96				
400	398	2287/2	2295/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6232										96				
400	398	4575/4	4591/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6233										96				
400	398	1144	1148	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6234										96				
400	398	4577/4	4593/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6235										96				
400	398	1143	1147	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6236										97				
400	398	4573/4	4589/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6237										97				
400	398	2287/2	2295/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6238										97				
400	398	4575/4	4591/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6239										97				
400	398	1144	1148	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6240										97				
400	398	4577/4	4593/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6241										97				
400	398	1143	1147	0.25		0	0	Chord	3/8	3	1	1/16			1/16	1	6242										98				
400	398	4573/4	4589/4	0.25		1/16	1/16	Chord	3/8	3	1	1/16			1/16	1	6243										98				
400	398	2287/2	2295/2	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6244										98				
400	398	4575/4	4591/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6245										98				
400	398	1144	1148	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6246										98				
400	398	4577/4	4593/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6247										98				
400	398	1143	1147	0.25		0	0	Chord	3/8	4	1	1/16			1/16	1	6248										99				
400	398	4573/4	4589/4	0.25		1/16	1/16	Chord	3/8	4	1	1/16			1/16	1	6249										99				
400	398	2287/2	2295/2	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6250										99				
400	398	4575/4	4591/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6251										99				
400	398	1144	1148	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6252										99				
400	398	4577/4	4593/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6253										99				
401	399	2289/2	2297/2	0.0		0	0	Dynamic	3/8	1	1	0						f													
401	399	2289/2	2297/2	0.0		0	0	Spanner	3/8	1	1	0																			
401	399	2289/2	2297/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6254		articStaccatoBelow												
401	399	1145	1149	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6255		articStaccatoBelow												
401	399	2289/2	2297/2	0.0		0	0	Dynamic	3/8	2	1	0						f													
401	399	2289/2	2297/2	0.0		0	0	Spanner	3/8	2	1	0																			
401	399	2289/2	2297/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6256		articStaccatoBelow												
401	399	1145	1149	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6257		articStaccatoBelow												
401	399	2289/2	2297/2	0.0		0	0	Dynamic	3/8	3	1	0						f													
401	399	2289/2	2297/2	0.0		0	0	Spanner	3/8	3	1	0																			
401	399	2289/2	2297/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6258		articStaccatoAbove												
401	399	1145	1149	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6259		articStaccatoAbove												
401	399	2289/2	2297/2	0.0		0	0	Dynamic	3/8	4	1	0						f													
401	399	2289/2	2297/2	0.0		0	0	Spanner	3/8	4	1	0																			
401	399	2289/2	2297/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6260		articStaccatoBelow												
401	399	1145	1149	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6261		articStaccatoBelow												
402	400	1146	1150	0.0		0	0	Dynamic	3/8	4	1	0						f													
402	400	1146	1150	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6262														
402	400	2293/2	2301/2	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6263														
402	400	1147	1151	0.5		1/4	1/4	Chord	3/8	4	1	1/8			1/8	1	6264														
403	401	2295/2	2303/2	0.0		0	0	Dynamic	3/8	3	1	0						f													
403	401	2295/2	2303/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6265														
403	401	1148	1152	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6266														
403	401	2297/2	2305/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6267														
403	401	2295/2	2303/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6268														
403	401	1148	1152	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6269														
403	401	2297/2	2305/2	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6270								642						
403	401	4595/4	4611/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6271														
404	402	1149	1153	0.0		0	0	Dynamic	3/8	2	1	0						f													
404	402	1149	1153	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6272														
404	402	2299/2	2307/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6273														
404	402	1150	1154	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6274														
404	402	1149	1153	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6275														
404	402	2299/2	2307/2	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6276														
404	402	1150	1154	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6277								643						
404	402	4601/4	4617/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6278														
404	402	1149	1153	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6279														
404	402	2299/2	2307/2	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6280														
404	402	1150	1154	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6281								644						
404	402	4601/4	4617/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6282														
405	403	2301/2	2309/2	0.0		0	0	Dynamic	3/8	1	1	0						f													
405	403	2301/2	2309/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6283														
405	403	1151	1155	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6284														
405	403	2303/2	2311/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6285														
405	403	2301/2	2309/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6286														
405	403	1151	1155	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6287								645						
405	403	4605/4	4621/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6288								645						
405	403	2303/2	2311/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6289								645						
405	403	4607/4	4623/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6290														
405	403	2301/2	2309/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6291														
405	403	1151	1155	0.25		1/8	1/8	Chord	3/8	3	1	1/16			1/16	1	6292								646						
405	403	4605/4	4621/4	0.25		3/16	3/16	Chord	3/8	3	1	1/16			1/16	1	6293								646						
405	403	2303/2	2311/2	0.25		1/4	1/4	Chord	3/8	3	1	1/16			1/16	1	6294								646						
405	403	4607/4	4623/4	0.25		5/16	5/16	Chord	3/8	3	1	1/16			1/16	1	6295														
405	403	2301/2	2309/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6296														
405	403	1151	1155	0.25		1/8	1/8	Chord	3/8	4	1	1/16			1/16	1	6297								647						
405	403	4605/4	4621/4	0.25		3/16	3/16	Chord	3/8	4	1	1/16			1/16	1	6298								647						
405	403	2303/2	2311/2	0.25		1/4	1/4	Chord	3/8	4	1	1/16			1/16	1	6299								647						
405	403	4607/4	4623/4	0.25		5/16	5/16	Chord	3/8	4	1	1/16			1/16	1	6300														
406	404	1152	1156	0.0		0	0	Dynamic	3/8	1	1	0						sfp													
406	404	1152	1156	1.0		0	0	Chord	3/8	1	1	1/4			1/4	1	6301														
406	404	1153	1157	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6302		ornamentTrill						648						
406	404	4613/4	4629/4	0.125		5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	6303								648						
406	404	9227/8	9259/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	6304														
406	404	1152	1156	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6305														
406	404	1153	1157	0.0		1/4	1/4	Dynamic	3/8	2	1	0						sfp													
406	404	1153	1157	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6306								649						
406	404	1152	1156	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6307														
406	404	1153	1157	0.0		1/4	1/4	Dynamic	3/8	3	1	0						sfp													
406	404	1153	1157	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6308								650						
406	404	1152	1156	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6309		articStaccatoBelow												
406	404	2305/2	2313/2	0.0		1/8	1/8	Dynamic	3/8	4	1	0						sfp													
406	404	2305/2	2313/2	1.0		1/8	1/8	Chord	3/8	4	1	1/4			1/4	1	6310														
407	405	2307/2	2315/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6311								651						
407	405	1154	1158	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6312								651						
407	405	2309/2	2317/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6313														
407	405	2307/2	2315/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6314								649						
407	405	1154	1158	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6315								649						
407	405	2309/2	2317/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6316								649						
407	405	2307/2	2315/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6317								650						
407	405	1154	1158	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6318								650						
407	405	2309/2	2317/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6319								650						
407	405	2307/2	2315/2	1.5		0	0	Chord	3/8	4	1	3/8			1/4	3/2	6320														
408	406	1155	1159	0.0		0	0	Dynamic	3/8	1	1	0						sfp													
408	406	1155	1159	1.0		0	0	Chord	3/8	1	1	1/4			1/4	1	6321														
408	406	1156	1160	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6322		ornamentTrill						652						
408	406	4625/4	4641/4	0.125		5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	6323								652						
408	406	9251/8	9283/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	6324														
408	406	1155	1159	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6325														
408	406	1156	1160	0.0		1/4	1/4	Dynamic	3/8	2	1	0						sfp													
408	406	1156	1160	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6326								653						
408	406	1155	1159	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6327														
408	406	1156	1160	0.0		1/4	1/4	Dynamic	3/8	3	1	0						sfp													
408	406	1156	1160	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6328								654						
408	406	1155	1159	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6329		articStaccatoBelow												
408	406	2311/2	2319/2	0.0		1/8	1/8	Dynamic	3/8	4	1	0						sfp													
408	406	2311/2	2319/2	1.0		1/8	1/8	Chord	3/8	4	1	1/4			1/4	1	6330														
409	407	2313/2	2321/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6331								655						
409	407	1157	1161	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6332								655						
409	407	2315/2	2323/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6333														
409	407	2313/2	2321/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6334								653						
409	407	1157	1161	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6335								653						
409	407	2315/2	2323/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6336								653						
409	407	2313/2	2321/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6337								654						
409	407	1157	1161	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6338								654						
409	407	2315/2	2323/2	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6339								654						
409	407	2313/2	2321/2	1.5		0	0	Chord	3/8	4	1	3/8			1/4	3/2	6340														
410	408	1158	1162	1.0		0	0	Chord	3/8	1	1	1/4			1/4	1	6341														
410	408	1159	1163	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6342		ornamentTrill						656						
410	408	4637/4	4653/4	0.125		5/16	5/16	Chord	3/8	1	1	1/32			1/32	1	6343								656						
410	408	9275/8	9307/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32			1/32	1	6344														
410	408	1158	1162	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6345														
410	408	2317/2	2325/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6346		articStaccatoAbove												
410	408	1159	1163	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6347		articStaccatoAbove												
410	408	1158	1162	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6348														
410	408	2317/2	2325/2	0.5		1/8	1/8	Chord	3/8	3	1	1/8			1/8	1	6349		articStaccatoAbove												
410	408	1159	1163	0.5		1/4	1/4	Chord	3/8	3	1	1/8			1/8	1	6350		articStaccatoAbove												
410	408	1158	1162	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6351		articStaccatoBelow												
410	408	2317/2	2325/2	0.5		1/8	1/8	Chord	3/8	4	1	1/8			1/8	1	6352		articStaccatoBelow												
410	408	1159	1163	0.5		1/4	1/4	Chord	3/8	4	1	1/8			1/8	1	6353		articStaccatoBelow												
411	409	2319/2	2327/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6354		articStaccatoAbove												
411	409	2321/2	2329/2	0.0		1/4	1/4	Dynamic	3/8	1	1	0						pp													
411	409	2321/2	2329/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6355														
411	409	2319/2	2327/2	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6356		articStaccatoAbove												
411	409	2319/2	2327/2	0.5		0	0	Chord	3/8	3	1	1/8			1/8	1	6357		articStaccatoAbove												
411	409	2319/2	2327/2	0.5		0	0	Chord	3/8	4	1	1/8			1/8	1	6358		articStaccatoAbove												
412	410	1161	1165	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6359		articStaccatoAbove												
412	410	4645/4	4661/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6360		articStaccatoAbove												
412	410	2323/2	2331/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6361		articStaccatoAbove												
412	410	4647/4	4663/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6362		articStaccatoAbove												
412	410	1162	1166	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6363		articStaccatoAbove												
412	410	4649/4	4665/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6364		articStaccatoAbove												
413	411	2325/2	2333/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6365		articStaccatoAbove												
413	411	1163	1167	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6366		articStaccatoAbove												
413	411	2327/2	2335/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6367		articStaccatoAbove												
413	411	2325/2	2333/2	0.0		0	0	Dynamic	3/8	2	1	0						pp													
413	411	2325/2	2333/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6368		articStaccatoBelow												
413	411	4651/4	4667/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6369		articStaccatoBelow												
413	411	1163	1167	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6370		articStaccatoBelow												
413	411	4653/4	4669/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6371		articStaccatoBelow												
413	411	2327/2	2335/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6372		articStaccatoBelow												
413	411	4655/4	4671/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6373		articStaccatoBelow												
414	412	1164	1168	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6374		articStaccatoAbove												
414	412	4657/4	4673/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6375		articStaccatoAbove												
414	412	2329/2	2337/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6376		articStaccatoAbove												
414	412	4659/4	4675/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6377		articStaccatoAbove												
414	412	1165	1169	0.25		1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	6378		articStaccatoAbove												
414	412	4661/4	4677/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6379		articStaccatoAbove												
414	412	1164	1168	0.5		0	0	Chord	3/8	2	1	1/8			1/8	1	6380		articStaccatoBelow												
414	412	2329/2	2337/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	6381		articStaccatoBelow												
414	412	1165	1169	0.5		1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	6382		articStaccatoBelow												
415	413	2331/2	2339/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6383		articStaccatoAbove												
415	413	1166	1170	0.5		1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	6384		articStaccatoAbove												
415	413	2333/2	2341/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	6385		articStaccatoAbove												
415	413	2331/2	2339/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6386		articStaccatoBelow												
415	413	4663/4	4679/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6387		articStaccatoBelow												
415	413	1166	1170	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6388		articStaccatoBelow												
415	413	4665/4	4681/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6389		articStaccatoBelow												
415	413	2333/2	2341/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6390		articStaccatoBelow												
415	413	4667/4	4683/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6391		articStaccatoBelow												
416	414	1167	1171	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6392		articStaccatoAbove												
416	414	2335/2	2343/2	0.75		1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	6393								657						
416	414	4673/4	4689/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6394														
416	414	1167	1171	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6395														
416	414	4669/4	4685/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6396														
416	414	2335/2	2343/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6397														
416	414	4671/4	4687/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6398														
416	414	1168	1172	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6399														
416	414	4673/4	4689/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6400														
417	415	2337/2	2345/2	0.5		0	0	Chord	3/8	1	1	1/8			1/8	1	6401								658						
417	415	1169	1173	0.75		1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	6402								658						
417	415	4679/4	4695/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	6403														
417	415	2337/2	2345/2	0.25		0	0	Chord	3/8	2	1	1/16			1/16	1	6404														
417	415	4675/4	4691/4	0.25		1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	6405														
417	415	1169	1173	0.25		1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	6406														
417	415	4677/4	4693/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	6407														
417	415	2339/2	2347/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	6408														
417	415	4679/4	4695/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	6409														
418	416	1170	1174	0.25		0	0	Chord	3/8	1	1	1/16			1/16	1	6410								659						
418	416	4681/4	4697/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	6411														
418	416	2341/2	2349/2	0.25		1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	6412								660						
418	416	4683/4	4699/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	6413														
