mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
281	278	2399/4	2407/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2956										
281	278	600	602	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2957										
281	278	2401/4	2409/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2958										
281	278	1201/2	1205/2	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2959										
281	278	2403/4	2411/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2960										
281	278	601	603	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2961										
281	278	2405/4	2413/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2962										
281	278	1197/2	1201/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2963		articStaccatoAbove								
281	278	1199/2	1203/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2964		articStaccatoAbove								
281	278	600	602	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2965		articStaccatoAbove								
281	278	601	603	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2966		articStaccatoAbove								
282	279	1203/2	1207/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2967										
282	279	1205/2	1209/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2968		articStaccatoAbove								
282	279	603	605	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2969		articStaccatoAbove								
282	279	604	606	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2970		articStaccatoAbove								
282	279	1203/2	1207/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2971										
282	279	603	605	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2972										
282	279	2413/4	2421/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2973										
282	279	1207/2	1211/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2974										
282	279	2415/4	2423/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2975										
282	279	604	606	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2976										
282	279	2417/4	2425/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2977										
283	280	1209/2	1213/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2978		articStaccatoAbove								
283	280	1211/2	1215/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2979		articStaccatoAbove								
283	280	606	608	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2980		articStaccatoBelow								
283	280	607	609	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2981		articStaccatoAbove								
283	280	1209/2	1213/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2982										
283	280	2419/4	2427/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2983										
283	280	605	607	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2984										
283	280	2421/4	2429/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2985										
283	280	1211/2	1215/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2986										
283	280	2423/4	2431/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2987										
283	280	606	608	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2988										
283	280	2425/4	2433/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2989										
283	280	1213/2	1217/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2990										
283	280	2427/4	2435/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2991										
283	280	607	609	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2992										
283	280	2429/4	2437/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2993										
284	281	1215/2	1219/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	2994										
284	281	609	611	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2995										
284	281	2437/4	2445/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2996										
284	281	1219/2	1223/2	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2997										
284	281	2439/4	2447/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2998										
284	281	610	612	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2999										
284	281	2441/4	2449/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3000										
284	281	1215/2	1219/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3001										
284	281	1217/2	1221/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3002		articStaccatoBelow								
284	281	609	611	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3003		articStaccatoBelow								
284	281	610	612	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3004		articStaccatoBelow								
285	282	1221/2	1225/2	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	3005										
285	282	2443/4	2451/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	3006										
285	282	611	613	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	3007										
285	282	2445/4	2453/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	3008										
285	282	1223/2	1227/2	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	3009										
285	282	2447/4	2455/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	3010										
285	282	612	614	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	3011										
285	282	2449/4	2457/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	3012										
285	282	1225/2	1229/2	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	3013										
285	282	2451/4	2459/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	3014										
285	282	613	615	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	3015										
285	282	2453/4	2461/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3016										
285	282	1221/2	1225/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3017		articStaccatoBelow								
285	282	1223/2	1227/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3018		articStaccatoBelow								
285	282	612	614	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3019		articStaccatoBelow								
285	282	613	615	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3020		articStaccatoBelow								
286	283	1227/2	1231/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3021										
286	283	1229/2	1233/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3022		articStaccatoAbove								
286	283	615	617	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3023		articStaccatoBelow								
286	283	616	618	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3024		articStaccatoAbove								
286	283	1227/2	1231/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3025										
286	283	615	617	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3026										
286	283	2461/4	2469/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3027										
286	283	1231/2	1235/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3028										
286	283	2463/4	2471/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3029										
286	283	616	618	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3030										
286	283	2465/4	2473/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3031										
287	284	1233/2	1237/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3032		articStaccatoBelow								
287	284	1235/2	1239/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3033		articStaccatoAbove								
287	284	618	620	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3034		articStaccatoBelow								
287	284	619	621	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3035		articStaccatoAbove								
287	284	1233/2	1237/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3036										
287	284	2467/4	2475/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3037										
287	284	617	619	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3038										
287	284	2469/4	2477/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3039										
287	284	1235/2	1239/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3040										
287	284	2471/4	2479/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3041										
287	284	618	620	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3042										
287	284	2473/4	2481/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3043										
287	284	1237/2	1241/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3044										
287	284	2475/4	2483/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3045										
287	284	619	621	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3046										
287	284	2477/4	2485/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3047										
288	285	1239/2	1243/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3048										
288	285	621	623	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	3049										
288	285	2485/4	2493/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	3050										
288	285	1243/2	1247/2	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	3051										
288	285	2487/4	2495/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	3052										
288	285	622	624	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	3053										
288	285	2489/4	2497/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3054										
288	285	1239/2	1243/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3055										
288	285	1241/2	1245/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3056		articStaccatoBelow								
288	285	621	623	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3057		articStaccatoBelow								
288	285	622	624	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3058		articStaccatoBelow								
289	286	1245/2	1249/2	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	3059										
289	286	2491/4	2499/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	3060										
289	286	623	625	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	3061										
289	286	2493/4	2501/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	3062										
289	286	1247/2	1251/2	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	3063										
289	286	2495/4	2503/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	3064										
289	286	624	626	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	3065										
289	286	2497/4	2505/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	3066										
289	286	1249/2	1253/2	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	3067										
289	286	2499/4	2507/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	3068										
289	286	625	627	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	3069										
289	286	2501/4	2509/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3070										
289	286	1245/2	1249/2	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3071		articStaccatoBelow								
289	286	1247/2	1251/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3072		articStaccatoBelow								
289	286	624	626	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3073		articStaccatoBelow								
289	286	625	627	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3074		articStaccatoBelow								
290	287	1251/2	1255/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3075										
290	287	1253/2	1257/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3076										
290	287	627	629	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3077		articStaccatoAbove								
290	287	628	630	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3078		articStaccatoAbove								
290	287	627	629	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3079										
290	287	1251/2	1255/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3080										
291	288	1257/2	1261/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3081		articStaccatoAbove								
291	288	1259/2	1263/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3082		articStaccatoAbove								
291	288	630	632	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3083		articStaccatoAbove								
291	288	631	633	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3084		articStaccatoAbove								
291	288	1257/2	1261/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3085										
291	288	630	632	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3086										
291	288	1257/2	1261/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3087										
292	289	1263/2	1267/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3088		articStaccatoAbove								
292	289	1265/2	1269/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3089		articStaccatoAbove								
292	289	633	635	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3090		articStaccatoAbove								
292	289	634	636	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3091		articStaccatoAbove								
292	289	1263/2	1267/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3092										
292	289	633	635	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3093										
292	289	1263/2	1267/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3094										
293	290	1269/2	1273/2	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	3095								215		
293	290	635	637	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3096								215		
293	290	1271/2	1275/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3097								215		
293	290	636	638	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3098								215		
293	290	1273/2	1277/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3099								215		
293	290	637	639	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3100										
293	290	1269/2	1273/2	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3101										
293	290	636	638	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3102										
293	290	1269/2	1273/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3103										
294	291	638	640	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3104								216		
294	291	1277/2	1281/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3105								216		
294	291	639	641	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3106								216		
294	291	1279/2	1283/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3107								216		
294	291	640	642	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3108										
294	291	1275/2	1279/2	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3109										
294	291	1275/2	1279/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3110										
295	292	641	643	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3111								217		
295	292	1283/2	1287/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3112								217		
295	292	642	644	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3113								217		
295	292	1285/2	1289/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3114								217		
295	292	643	645	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3115										
295	292	1281/2	1285/2	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3116										
295	292	1281/2	1285/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3117										
296	293	644	646	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3118								218		
296	293	1289/2	1293/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3119								218		
296	293	645	647	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3120								218		
296	293	1291/2	1295/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3121								218		
296	293	646	648	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3122										
296	293	1287/2	1291/2	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3123										
296	293	1287/2	1291/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3124										
297	294	647	649	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3125								219		
297	294	1295/2	1299/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3126								219		
297	294	648	650	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3127								219		
297	294	1297/2	1301/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3128								219		
297	294	649	651	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3129										
297	294	1293/2	1297/2	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3130										
297	294	1293/2	1297/2	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3131										
298	295	1299/2	1303/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3132										
298	295	1301/2	1305/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3133		articStaccatoAbove								
298	295	651	653	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3134		articStaccatoAbove								
298	295	652	654	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3135		articStaccatoAbove								
298	295	1299/2	1303/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3136										
298	295	2599/4	2607/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3137										
298	295	650	652	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3138										
298	295	2601/4	2609/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3139										
298	295	1301/2	1305/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3140										
298	295	2603/4	2611/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3141										
298	295	651	653	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3142										
298	295	2605/4	2613/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3143										
298	295	1303/2	1307/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3144										
298	295	2607/4	2615/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3145										
298	295	652	654	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3146										
298	295	2609/4	2617/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3147										
299	296	1305/2	1309/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3148		articStaccatoAbove								
299	296	1307/2	1311/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3149		articStaccatoAbove								
299	296	654	656	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3150		articStaccatoBelow								
299	296	655	657	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3151		articStaccatoBelow								
299	296	1305/2	1309/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3152										
299	296	2611/4	2619/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3153										
299	296	653	655	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3154										
299	296	2613/4	2621/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3155										
299	296	1307/2	1311/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3156										
299	296	2615/4	2623/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3157										
299	296	654	656	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3158										
299	296	2617/4	2625/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3159										
299	296	1309/2	1313/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3160										
299	296	2619/4	2627/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3161										
299	296	655	657	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3162										
299	296	2621/4	2629/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3163										
300	297	1311/2	1315/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3164		articStaccatoBelow								
300	297	1313/2	1317/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3165		articStaccatoAbove								
300	297	657	659	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3166		articStaccatoBelow								
300	297	658	660	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3167		articStaccatoBelow								
300	297	1311/2	1315/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3168										
300	297	2623/4	2631/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3169										
300	297	656	658	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3170										
300	297	2625/4	2633/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3171										
300	297	1313/2	1317/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3172										
300	297	2627/4	2635/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3173										
300	297	657	659	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3174										
300	297	2629/4	2637/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3175										
300	297	1315/2	1319/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3176										
300	297	2631/4	2639/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3177										
300	297	658	660	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3178										
300	297	2633/4	2641/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3179										
301	298	1317/2	1321/2	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3180		articStaccatoBelow								
301	298	1319/2	1323/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3181		articStaccatoBelow								
301	298	660	662	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3182		articStaccatoAbove								
301	298	661	663	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3183		articStaccatoAbove								
301	298	1317/2	1321/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3184										
301	298	2635/4	2643/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3185										
301	298	659	661	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3186										
301	298	2637/4	2645/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3187										
301	298	1319/2	1323/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3188										
301	298	2639/4	2647/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3189										
301	298	660	662	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3190										
301	298	2641/4	2649/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3191										
301	298	1321/2	1325/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3192										
301	298	2643/4	2651/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3193										
301	298	661	663	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3194										
301	298	2645/4	2653/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3195										
302	299	1323/2	1327/2	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	3196								220		
302	299	663	665	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3197								220		
302	299	664	666	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3198										
302	299	1323/2	1327/2	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	3199										
302	299	663	665	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3200										
302	299	1323/2	1327/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3201										
302	299	2647/4	2655/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3202										
302	299	662	664	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3203										
302	299	2649/4	2657/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3204										
302	299	1325/2	1329/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3205										
302	299	2651/4	2659/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3206										
302	299	663	665	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3207										
302	299	2653/4	2661/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3208										
302	299	1327/2	1331/2	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3209										
302	299	2655/4	2663/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3210										
302	299	664	666	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3211										
302	299	2657/4	2665/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3212										
303	300	1329/2	1333/2	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	3213								221		
303	300	666	668	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3214								221		
303	300	667	669	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3215										
303	300	1329/2	1333/2	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	3216										
303	300	666	668	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3217										
303	300	1329/2	1333/2	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3218										
303	300	2659/4	2667/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3219										
303	300	665	667	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3220										
303	300	2661/4	2669/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3221										
303	300	1331/2	1335/2	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3222										
303	300	2663/4	2671/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3223										
