mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	diminuendo_line	HairPin:3_decresc.
226	205	1228/3	1228/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2164											
226	205	819/2	819/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2165											
226	205	1229/3	1229/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2166											
226	205	2459/6	2459/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2167											
226	205	410	410	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2168											
226	205	2461/6	2461/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2169											
226	205	1231/3	1231/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2170											
226	205	817/2	817/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2171											
226	205	409	409	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	2172											
226	205	410	410	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2173											
227	206	821/2	821/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2174											
227	206	1232/3	1232/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2175											
227	206	2465/6	2465/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2176											
227	206	411	411	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2177											
227	206	2467/6	2467/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2178											
227	206	1234/3	1234/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2179											
227	206	823/2	823/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2180											
227	206	1235/3	1235/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2181											
227	206	2471/6	2471/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2182											
227	206	412	412	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2183											
227	206	2473/6	2473/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2184											
227	206	1237/3	1237/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2185											
227	206	821/2	821/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	2186											
228	207	825/2	825/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2187											
228	207	1238/3	1238/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2188											
228	207	2477/6	2477/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2189											
228	207	413	413	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2190											
228	207	2479/6	2479/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2191											
228	207	1240/3	1240/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2192											
228	207	827/2	827/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2193											
228	207	1241/3	1241/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2194											
228	207	2483/6	2483/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2195											
228	207	414	414	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2196											
228	207	2485/6	2485/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2197											
228	207	1243/3	1243/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2198											
228	207	825/2	825/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	2199											
228	207	414	414	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2200		articStaccatoAbove									
229	208	829/2	829/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2201											
229	208	1244/3	1244/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2202											
229	208	2489/6	2489/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2203											
229	208	415	415	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2204											
229	208	2491/6	2491/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2205											
229	208	1246/3	1246/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2206											
229	208	831/2	831/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2207											
229	208	1247/3	1247/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2208											
229	208	2495/6	2495/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2209											
229	208	416	416	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2210											
229	208	2497/6	2497/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2211											
229	208	1249/3	1249/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2212											
229	208	829/2	829/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2213		articStaccatoAbove									
229	208	415	415	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2214		articStaccatoAbove									
229	208	831/2	831/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2215		articStaccatoBelow									
229	208	416	416	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2216		articStaccatoBelow									
230	209	833/2	833/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2217											
230	209	833/2	833/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2218											
230	209	417	417	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2219											
231	209	835/2	835/2	0.16666666666666666		0	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2220											
231	209	1253/3	1253/3	0.16666666666666666		1/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2221											
231	209	2507/6	2507/6	0.16666666666666666		1/12	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2222											
231	209	418	418	0.16666666666666666		1/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2223											
231	209	2509/6	2509/6	0.16666666666666666		1/6	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2224											
231	209	1255/3	1255/3	0.16666666666666666		5/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2225											
231	209	418	418	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2226											
232	210	837/2	837/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2227											
232	210	1256/3	1256/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2228											
232	210	2513/6	2513/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2229											
232	210	419	419	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2230											
232	210	2515/6	2515/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2231											
232	210	1258/3	1258/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2232											
232	210	839/2	839/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2233											
232	210	1259/3	1259/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2234											
232	210	2519/6	2519/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2235											
232	210	420	420	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2236											
232	210	2521/6	2521/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2237											
232	210	1261/3	1261/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2238											
232	210	419	419	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2239											
232	210	420	420	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2240											
233	211	841/2	841/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2241											
233	211	1262/3	1262/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2242											
233	211	2525/6	2525/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2243											
233	211	421	421	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2244											
233	211	2527/6	2527/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2245											
233	211	1264/3	1264/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2246											
233	211	843/2	843/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2247											
233	211	1265/3	1265/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2248											
233	211	2531/6	2531/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2249											
233	211	422	422	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2250											
233	211	2533/6	2533/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2251											
233	211	1267/3	1267/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2252											
233	211	421	421	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2253											
233	211	422	422	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2254											
234	212	845/2	845/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2255											
234	212	1268/3	1268/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2256											
234	212	2537/6	2537/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2257											
234	212	423	423	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2258											
234	212	2539/6	2539/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2259											
234	212	1270/3	1270/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2260											
234	212	847/2	847/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2261											
234	212	1271/3	1271/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2262											
234	212	2543/6	2543/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2263											
234	212	424	424	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2264											
234	212	2545/6	2545/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2265											
234	212	1273/3	1273/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2266											
234	212	423	423	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2267											
234	212	424	424	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2268											
235	213	849/2	849/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2269											
235	213	1274/3	1274/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2270											
235	213	2549/6	2549/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2271											
235	213	425	425	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2272											
235	213	2551/6	2551/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2273											
235	213	1276/3	1276/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2274											
235	213	851/2	851/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2275											
235	213	1277/3	1277/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2276											
235	213	2555/6	2555/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2277											
235	213	426	426	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2278											
235	213	2557/6	2557/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2279											
235	213	1279/3	1279/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2280											
235	213	425	425	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2281											
235	213	426	426	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2282											
236	214	853/2	853/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2283											
236	214	1280/3	1280/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2284											
236	214	2561/6	2561/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2285											
236	214	427	427	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2286											
236	214	2563/6	2563/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2287											
236	214	1282/3	1282/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2288											
236	214	855/2	855/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2289											
236	214	1283/3	1283/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2290											
236	214	2567/6	2567/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2291											
236	214	428	428	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2292											
236	214	2569/6	2569/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2293											
236	214	1285/3	1285/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2294											
236	214	853/2	853/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2295											
236	214	427	427	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	2296											
236	214	428	428	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2297											
237	215	857/2	857/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2298											
237	215	1286/3	1286/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2299											
237	215	2573/6	2573/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2300											
237	215	429	429	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2301											
237	215	2575/6	2575/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2302											
237	215	1288/3	1288/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2303											
237	215	859/2	859/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2304											
237	215	1289/3	1289/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2305											
237	215	2579/6	2579/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2306											
237	215	430	430	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2307											
237	215	2581/6	2581/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2308											
237	215	1291/3	1291/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2309											
237	215	857/2	857/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2310											
237	215	429	429	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	2311											
238	216	861/2	861/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2312											
238	216	1292/3	1292/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2313											
238	216	2585/6	2585/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2314											
238	216	431	431	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2315											
238	216	2587/6	2587/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2316											
238	216	1294/3	1294/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2317											
238	216	863/2	863/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2318											
238	216	1295/3	1295/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2319											
238	216	2591/6	2591/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2320											
238	216	432	432	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2321											
238	216	2593/6	2593/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2322											
238	216	1297/3	1297/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2323											
238	216	861/2	861/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	2324											
238	216	432	432	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2325		articStaccatoAbove									
239	217	865/2	865/2	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	2326											
239	217	1298/3	1298/3	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2327											
239	217	2597/6	2597/6	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2328											
239	217	433	433	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2329											
239	217	2599/6	2599/6	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2330											
239	217	1300/3	1300/3	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2331											
239	217	867/2	867/2	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2332											
239	217	1301/3	1301/3	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2333											
239	217	2603/6	2603/6	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2334											
239	217	434	434	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2335											
239	217	2605/6	2605/6	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2336											
239	217	1303/3	1303/3	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2337											
239	217	865/2	865/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2338		articStaccatoAbove									
239	217	433	433	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2339		articStaccatoAbove									
239	217	867/2	867/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2340		articStaccatoAbove									
239	217	434	434	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2341		articStaccatoAbove									
240	218	869/2	869/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2342											
240	218	869/2	869/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2343		articStaccatoAbove									
240	218	435	435	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2344		articStaccatoAbove									
241	218	871/2	871/2	0.0		0	1/4	SystemText	2/4	1	1	0								Var. XI							
241	218	871/2	871/2	0.0		0	1/4	SystemText	2/4	1	1	0								Minore							
241	218	871/2	871/2	1.0		0	1/4	Chord	2/4	1	1	1/4		1/4	1	2345		articStaccatoBelow						143			
241	218	871/2	871/2	0.5		0	1/4	Chord	2/4	2	1	1/8		1/8	1	2346								144			
241	218	436	436	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2347								144			
242	219	873/2	873/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2348		articStaccatoBelow						143			
242	219	875/2	875/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2349		articStaccatoBelow									
242	219	873/2	873/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2350								144			
242	219	437	437	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2351								144			
242	219	875/2	875/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2352								144			
242	219	438	438	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2353											
243	220	877/2	877/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2354								145			
243	220	440	440	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2355											
243	220	877/2	877/2	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	2356											
243	220	877/2	877/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2357								146			
243	220	439	439	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2358								146			
243	220	879/2	879/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2359								146			
243	220	440	440	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2360											
244	221	881/2	881/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2361											
244	221	442	442	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2362								147			
244	221	881/2	881/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2363											
244	221	883/2	883/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2364											
244	221	881/2	881/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2365								148			
244	221	441	441	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2366								148			
244	221	883/2	883/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2367								148			
244	221	442	442	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2368											
244	221	881/2	881/2	1.0		0	0	Chord	2/4	2	3	1/4		1/4	1	2369											
244	221	883/2	883/2	1.0		1/4	1/4	Chord	2/4	2	3	1/4		1/4	1	2370											
245	222	885/2	885/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2371								147			
245	222	443	443	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2372								147			
245	222	887/2	887/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2373								147			
245	222	444	444	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2374											
245	222	885/2	885/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2375											
245	222	887/2	887/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2376											
245	222	885/2	885/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2377											
245	222	887/2	887/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2378											
245	222	885/2	885/2	0.5		0	0	Chord	2/4	2	3	1/8		1/8	1	2379											
245	222	443	443	0.5		1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2380											
245	222	887/2	887/2	0.5		1/4	1/4	Chord	2/4	2	3	1/8		1/8	1	2381											
245	222	444	444	0.5		3/8	3/8	Chord	2/4	2	3	1/8		1/8	1	2382											
246	223	889/2	889/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2383								149			
246	223	445	445	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2384											
246	223	891/2	891/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2385		articStaccatoAbove						150			
246	223	889/2	889/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2386											
246	223	889/2	889/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2387											
246	223	891/2	891/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2388								151			
246	223	446	446	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2389								151			
246	223	889/2	889/2	0.5		0	0	Chord	2/4	2	3	1/8		1/8	1	2390											
246	223	445	445	0.5		1/8	1/8	Chord	2/4	2	3	1/8		1/8	1	2391											
247	224	893/2	893/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	2392		articStaccatoBelow						150			
247	224	895/2	895/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2393		articStaccatoBelow									
247	224	893/2	893/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2394								151			
247	224	447	447	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2395								151			
247	224	895/2	895/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2396								151			
247	224	448	448	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2397											
248	225	897/2	897/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2398								152			
248	225	450	450	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2399											
248	225	897/2	897/2	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	2400											
248	225	897/2	897/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2401								153			
248	225	449	449	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2402								153			
248	225	899/2	899/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2403								153			
248	225	450	450	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2404											
249	226	901/2	901/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	2405								154			
249	226	452	452	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2406								154			
249	226	901/2	901/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2407											
249	226	903/2	903/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2408											
249	226	901/2	901/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2409											
249	226	451	451	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2410											
249	226	903/2	903/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2411											
249	226	452	452	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2412											
250	227	905/2	905/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	2413								154			
250	227	1813/4	1813/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2414								154			
250	227	907/2	907/2	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	2415								154			
250	227	1817/4	1817/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2416											
250	227	905/2	905/2	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	2417											
250	227	907/2	907/2	1.0		1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	2418											
