mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
3	2	28	2c	95	7	0.5		0	0	12/8	1	1	1/8	1/8	1		1	55	G3	3	26
3	2	28	2c	95	7	0.25		0	0	12/8	4	1	1/16	1/16	1	-1	-7	59	Cb4	4	36
3	2	28	2c	95	7	0.5		0	0	12/8	3	1	1/8	1/8	1	-1	-3	63	Eb4	4	34
3	2	28	2c	95	7	0.25		0	0	12/8	2	1	1/16	1/16	1	-1	0	72	C5	5	29
3	2	28	2c	381/4	29/4	0.25		1/16	1/16	12/8	4	1	1/16	1/16	1		1	55	G3	3	37
3	2	28	2c	381/4	29/4	0.25		1/16	1/16	12/8	2	1	1/16	1/16	1		1	67	G4	4	30
3	2	28	2c	191/2	15/2	0.25		1/8	1/8	12/8	4	1	1/16	1/16	1		0	48	C3	3	38
3	2	28	2c	191/2	15/2	0.25		1/8	1/8	12/8	2	1	1/16	1/16	1		4	64	E4	4	31
3	2	28	2c	191/2	15/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		4	64	E4	4	27
3	2	28	2c	191/2	15/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		4	64	E4	4	35
3	2	28	2c	383/4	31/4	0.25		3/16	3/16	12/8	2	1	1/16	1/16	1		0	60	C4	4	32
3	2	28	2c	96	8	0.25		1/4	1/4	12/8	2	1	1/16	1/16	1		1	55	G3	3	33
3	2	28	2c	96	8	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		0	72	C5	5	28
4	2	29	2c	96	8	0.75		0	0	12/8	4	1	3/16	1/8	3/2		-4	44	Ab2	2	47
4	2	29	2c	96	8	0.5		0	0	12/8	2	1	1/8	1/8	1		-1	53	F3	3	42
4	2	29	2c	96	8	0.5		0	0	12/8	3	1	1/8	1/8	1		-1	65	F4	4	45
4	2	29	2c	96	8	0.5		0	0	12/8	1	1	1/8	1/8	1		-5	73	Db5	5	39
4	2	29	2c	193/2	17/2	0.5		1/8	1/8	12/8	2	1	1/8	1/8	1		-4	56	Ab3	3	43
4	2	29	2c	193/2	17/2	0.5		1/8	1/8	12/8	3	1	1/8	1/8	1		-5	61	Db4	4	46
4	2	29	2c	193/2	17/2	0.5		1/8	1/8	12/8	1	1	1/8	1/8	1		-7	71	Cb5	5	40
4	2	29	2c	97	9	0.25		1/4	1/4	12/8	2	1	1/16	1/16	1	1	-5	61	Db4	4	44
4	2	29	2c	97	9	0.5		1/4	1/4	12/8	1	1	1/8	1/8	1		-4	68	Ab4	4	41
7	3	30	3a	97	12	1.0	3	0	0	12/8	4	1	1/4	1/4	1		-4	44	Ab2	2	86
7	3	30	3a	97	12	0.5	3	0	0	12/8	3	1	1/8	1/8	1		-4	56	Ab3	3	83
7	3	30	3a	97	12	0.5	3	0	0	12/8	2	1	1/8	1/8	1		-7	59	Cb4	4	80
7	3	30	3a	97	12	0.5	3	0	0	12/8	1	1	1/8	1/8	1		-3	63	Eb4	4	76
7	3	30	3a	195/2	25/2	0.5	3	1/8	1/8	12/8	3	1	1/8	1/8	1		-3	51	Eb3	3	84
7	3	30	3a	195/2	25/2	0.5	3	1/8	1/8	12/8	2	1	1/8	1/8	1		-2	58	Bb3	3	81
7	3	30	3a	195/2	25/2	0.5	3	1/8	1/8	12/8	1	1	1/8	1/8	1		-5	61	Db4	4	77
7	3	30	3a	98	13	0.5	3	1/4	1/4	12/8	4	1	1/8	1/8	1		-4	32	Ab1	1	87
7	3	30	3a	98	13	1.0	3	1/4	1/4	12/8	3	1	1/4	1/4	1		-4	44	Ab2	2	85
7	3	30	3a	98	13	1.5	3	1/4	1/4	12/8	2	1	3/8	1/4	3/2		-4	56	Ab3	3	82
7	3	30	3a	98	13	0.5	3	1/4	1/4	12/8	1	1	1/8	1/8	1		-7	59	Cb4	4	78
7	3	30	3a	197/2	27/2	1.5	3	3/8	3/8	12/8	1	1	3/8	1/4	3/2		-4	56	Ab3	3	79
