StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
4,4,1,293,70,22,87,Wagner_WWV086B_163.png
5,5,1,380,70,22,94,Wagner_WWV086B_163.png
6,6,1,476,70,22,86,Wagner_WWV086B_163.png
7,1,2,43,117,21,95,Wagner_WWV086B_163.png
8,2,2,139,117,21,82,Wagner_WWV086B_163.png
9,3,2,222,117,21,70,Wagner_WWV086B_163.png
10,4,2,293,117,21,87,Wagner_WWV086B_163.png
11,5,2,380,117,21,94,Wagner_WWV086B_163.png
12,6,2,476,117,21,86,Wagner_WWV086B_163.png
13,7,3,44,196,21,117,Wagner_WWV086B_163.png
14,8,3,162,196,21,95,Wagner_WWV086B_163.png
15,9,3,258,196,21,100,Wagner_WWV086B_163.png
16,10,3,359,196,21,96,Wagner_WWV086B_163.png
17,11,3,456,196,21,105,Wagner_WWV086B_163.png
18,7,4,44,243,22,117,Wagner_WWV086B_163.png
19,8,4,162,243,22,95,Wagner_WWV086B_163.png
20,9,4,258,243,22,100,Wagner_WWV086B_163.png
21,10,4,359,243,22,96,Wagner_WWV086B_163.png
22,11,4,456,243,22,105,Wagner_WWV086B_163.png
23,12,5,44,319,22,98,Wagner_WWV086B_163.png
24,13,5,143,319,22,88,Wagner_WWV086B_163.png
25,14,5,232,319,22,66,Wagner_WWV086B_163.png
26,15,5,299,319,22,82,Wagner_WWV086B_163.png
27,16,5,382,319,22,84,Wagner_WWV086B_163.png
28,17,5,466,319,22,95,Wagner_WWV086B_163.png
29,12,6,44,365,21,98,Wagner_WWV086B_163.png
30,13,6,143,365,21,88,Wagner_WWV086B_163.png
31,14,6,232,365,21,66,Wagner_WWV086B_163.png
32,15,6,299,365,21,82,Wagner_WWV086B_163.png
33,16,6,382,365,21,84,Wagner_WWV086B_163.png
34,17,6,466,365,21,95,Wagner_WWV086B_163.png
35,18,7,44,438,22,110,Wagner_WWV086B_163.png
36,19,7,155,438,22,77,Wagner_WWV086B_163.png
37,20,7,233,438,22,82,Wagner_WWV086B_163.png
38,21,7,316,438,22,80,Wagner_WWV086B_163.png
39,22,7,397,438,22,81,Wagner_WWV086B_163.png
40,23,7,479,438,22,83,Wagner_WWV086B_163.png
41,18,8,44,484,21,110,Wagner_WWV086B_163.png
42,19,8,155,484,21,77,Wagner_WWV086B_163.png
43,20,8,233,484,21,82,Wagner_WWV086B_163.png
44,21,8,316,484,21,80,Wagner_WWV086B_163.png
45,22,8,397,484,21,81,Wagner_WWV086B_163.png
46,23,8,479,484,21,83,Wagner_WWV086B_163.png
47,24,9,44,563,21,115,Wagner_WWV086B_163.png
48,25,9,160,563,21,77,Wagner_WWV086B_163.png
49,26,9,238,563,21,82,Wagner_WWV086B_163.png
50,27,9,321,563,21,77,Wagner_WWV086B_163.png
51,28,9,400,563,21,81,Wagner_WWV086B_163.png
52,29,9,482,563,21,80,Wagner_WWV086B_163.png
53,24,10,44,609,21,115,Wagner_WWV086B_163.png
54,25,10,160,609,21,77,Wagner_WWV086B_163.png
55,26,10,238,609,21,82,Wagner_WWV086B_163.png
56,27,10,321,609,21,77,Wagner_WWV086B_163.png
57,28,10,400,609,21,81,Wagner_WWV086B_163.png
58,29,10,482,609,21,80,Wagner_WWV086B_163.png
59,30,11,44,675,23,115,Wagner_WWV086B_163.png
60,31,11,160,675,23,66,Wagner_WWV086B_163.png
61,32,11,226,675,23,77,Wagner_WWV086B_163.png
62,33,11,306,675,23,81,Wagner_WWV086B_163.png
63,34,11,388,675,23,81,Wagner_WWV086B_163.png
64,35,11,470,675,23,91,Wagner_WWV086B_163.png
65,30,12,44,724,21,115,Wagner_WWV086B_163.png
66,31,12,160,724,21,66,Wagner_WWV086B_163.png
67,32,12,226,724,21,77,Wagner_WWV086B_163.png
68,33,12,306,724,21,81,Wagner_WWV086B_163.png
69,34,12,388,724,21,81,Wagner_WWV086B_163.png
70,35,12,470,724,21,91,Wagner_WWV086B_163.png
1,1,1,48,57,22,104,Wagner_WWV086B_164.png
2,2,1,153,57,22,85,Wagner_WWV086B_164.png
3,3,1,239,57,22,72,Wagner_WWV086B_164.png
4,4,1,311,57,22,82,Wagner_WWV086B_164.png
5,5,1,395,57,22,91,Wagner_WWV086B_164.png
6,6,1,487,57,22,82,Wagner_WWV086B_164.png
7,1,2,48,106,21,104,Wagner_WWV086B_164.png
8,2,2,153,106,21,85,Wagner_WWV086B_164.png
9,3,2,239,106,21,72,Wagner_WWV086B_164.png
10,4,2,311,106,21,82,Wagner_WWV086B_164.png
11,5,2,395,106,21,91,Wagner_WWV086B_164.png
12,6,2,487,106,21,82,Wagner_WWV086B_164.png
13,7,3,48,166,20,103,Wagner_WWV086B_164.png
14,8,3,152,166,20,77,Wagner_WWV086B_164.png
15,9,3,231,166,20,79,Wagner_WWV086B_164.png
16,10,3,311,166,20,83,Wagner_WWV086B_164.png
17,11,3,395,166,20,81,Wagner_WWV086B_164.png
18,12,3,477,166,20,91,Wagner_WWV086B_164.png
19,7,4,48,211,21,103,Wagner_WWV086B_164.png
20,8,4,152,211,21,77,Wagner_WWV086B_164.png
21,9,4,231,211,21,79,Wagner_WWV086B_164.png
22,10,4,311,211,21,83,Wagner_WWV086B_164.png
23,11,4,395,211,21,81,Wagner_WWV086B_164.png
24,12,4,477,211,21,91,Wagner_WWV086B_164.png
25,13,5,49,293,21,103,Wagner_WWV086B_164.png
26,14,5,153,293,21,77,Wagner_WWV086B_164.png
27,15,5,231,293,21,77,Wagner_WWV086B_164.png
28,16,5,310,293,21,87,Wagner_WWV086B_164.png
29,17,5,397,293,21,83,Wagner_WWV086B_164.png
30,18,5,482,293,21,87,Wagner_WWV086B_164.png
31,13,6,49,338,22,103,Wagner_WWV086B_164.png
32,14,6,153,338,22,77,Wagner_WWV086B_164.png
33,15,6,231,338,22,77,Wagner_WWV086B_164.png
34,16,6,310,338,22,87,Wagner_WWV086B_164.png
35,17,6,397,338,22,83,Wagner_WWV086B_164.png
36,18,6,482,338,22,87,Wagner_WWV086B_164.png
37,19,7,49,424,21,107,Wagner_WWV086B_164.png
38,20,7,157,424,21,79,Wagner_WWV086B_164.png
39,21,7,237,424,21,88,Wagner_WWV086B_164.png
40,22,7,326,424,21,80,Wagner_WWV086B_164.png
41,23,7,407,424,21,79,Wagner_WWV086B_164.png
42,24,7,487,424,21,82,Wagner_WWV086B_164.png
43,19,8,49,471,22,107,Wagner_WWV086B_164.png
44,20,8,157,471,22,79,Wagner_WWV086B_164.png
45,21,8,237,471,22,88,Wagner_WWV086B_164.png
46,22,8,326,471,22,80,Wagner_WWV086B_164.png
47,23,8,407,471,22,79,Wagner_WWV086B_164.png
48,24,8,487,471,22,82,Wagner_WWV086B_164.png
49,25,9,49,553,24,103,Wagner_WWV086B_164.png
50,26,9,153,553,24,81,Wagner_WWV086B_164.png
51,27,9,235,553,24,81,Wagner_WWV086B_164.png
52,28,9,317,553,24,83,Wagner_WWV086B_164.png
53,29,9,401,553,24,84,Wagner_WWV086B_164.png
54,30,9,486,553,24,83,Wagner_WWV086B_164.png
55,25,10,49,601,20,103,Wagner_WWV086B_164.png
56,26,10,153,601,20,81,Wagner_WWV086B_164.png
57,27,10,235,601,20,81,Wagner_WWV086B_164.png
58,28,10,317,601,20,83,Wagner_WWV086B_164.png
59,29,10,401,601,20,84,Wagner_WWV086B_164.png
60,30,10,486,601,20,83,Wagner_WWV086B_164.png
61,31,11,50,675,24,83,Wagner_WWV086B_164.png
62,32,11,134,675,24,61,Wagner_WWV086B_164.png
63,33,11,196,675,24,72,Wagner_WWV086B_164.png
64,34,11,269,675,24,80,Wagner_WWV086B_164.png
65,35,11,350,675,24,72,Wagner_WWV086B_164.png
66,36,11,423,675,24,71,Wagner_WWV086B_164.png
67,37,11,495,675,24,74,Wagner_WWV086B_164.png
68,31,12,50,719,21,83,Wagner_WWV086B_164.png
69,32,12,134,719,21,61,Wagner_WWV086B_164.png
70,33,12,196,719,21,72,Wagner_WWV086B_164.png
71,34,12,269,719,21,80,Wagner_WWV086B_164.png
72,35,12,350,719,21,72,Wagner_WWV086B_164.png
73,36,12,423,719,21,71,Wagner_WWV086B_164.png
74,37,12,495,719,21,74,Wagner_WWV086B_164.png
1,1,1,45,70,21,109,Wagner_WWV086B_165.png
2,2,1,155,70,21,88,Wagner_WWV086B_165.png
3,3,1,245,70,21,77,Wagner_WWV086B_165.png
4,4,1,324,70,21,77,Wagner_WWV086B_165.png
5,5,1,402,70,21,89,Wagner_WWV086B_165.png
6,6,1,492,70,21,76,Wagner_WWV086B_165.png
7,1,2,45,115,23,109,Wagner_WWV086B_165.png
8,2,2,155,115,23,88,Wagner_WWV086B_165.png
9,3,2,245,115,23,77,Wagner_WWV086B_165.png
10,4,2,324,115,23,77,Wagner_WWV086B_165.png
11,5,2,402,115,23,89,Wagner_WWV086B_165.png
12,6,2,492,115,23,76,Wagner_WWV086B_165.png
13,7,3,47,192,22,97,Wagner_WWV086B_165.png
14,8,3,145,192,22,82,Wagner_WWV086B_165.png
15,9,3,228,192,22,43,Wagner_WWV086B_165.png
16,10,3,272,192,22,68,Wagner_WWV086B_165.png
17,11,3,341,192,22,67,Wagner_WWV086B_165.png
18,12,3,409,192,22,159,Wagner_WWV086B_165.png
19,7,4,47,241,20,97,Wagner_WWV086B_165.png
20,8,4,145,241,20,82,Wagner_WWV086B_165.png
21,9,4,228,241,20,43,Wagner_WWV086B_165.png
22,10,4,272,241,20,68,Wagner_WWV086B_165.png
23,11,4,341,241,20,67,Wagner_WWV086B_165.png
24,12,4,409,241,20,159,Wagner_WWV086B_165.png
25,13,5,47,317,22,91,Wagner_WWV086B_165.png
26,14,5,140,317,22,117,Wagner_WWV086B_165.png
27,15,5,258,317,22,71,Wagner_WWV086B_165.png
28,16,5,330,317,22,116,Wagner_WWV086B_165.png
29,17,5,447,317,22,121,Wagner_WWV086B_165.png
30,13,6,47,362,21,91,Wagner_WWV086B_165.png
31,14,6,140,362,21,117,Wagner_WWV086B_165.png
32,15,6,258,362,21,71,Wagner_WWV086B_165.png
33,16,6,330,362,21,116,Wagner_WWV086B_165.png
34,17,6,447,362,21,121,Wagner_WWV086B_165.png
35,18,7,48,431,24,186,Wagner_WWV086B_165.png
36,19,7,235,431,24,166,Wagner_WWV086B_165.png
37,20,7,402,431,24,166,Wagner_WWV086B_165.png
38,18,8,48,484,23,186,Wagner_WWV086B_165.png
39,19,8,235,484,23,166,Wagner_WWV086B_165.png
40,20,8,402,484,23,166,Wagner_WWV086B_165.png
41,21,9,48,569,22,193,Wagner_WWV086B_165.png
42,22,9,243,569,22,155,Wagner_WWV086B_165.png
43,23,9,399,569,22,170,Wagner_WWV086B_165.png
44,21,10,48,612,23,193,Wagner_WWV086B_165.png
45,22,10,243,612,23,155,Wagner_WWV086B_165.png
46,23,10,399,612,23,170,Wagner_WWV086B_165.png
47,24,11,49,682,24,193,Wagner_WWV086B_165.png
48,25,11,243,682,24,157,Wagner_WWV086B_165.png
49,26,11,401,682,24,167,Wagner_WWV086B_165.png
50,24,12,49,729,22,193,Wagner_WWV086B_165.png
51,25,12,243,729,22,157,Wagner_WWV086B_165.png
52,26,12,401,729,22,167,Wagner_WWV086B_165.png
1,1,1,47,80,24,158,Wagner_WWV086B_166.png
2,2,1,206,80,24,119,Wagner_WWV086B_166.png
3,3,1,327,80,24,121,Wagner_WWV086B_166.png
4,4,1,449,80,24,116,Wagner_WWV086B_166.png
5,1,2,47,132,22,158,Wagner_WWV086B_166.png
6,2,2,206,132,22,119,Wagner_WWV086B_166.png
7,3,2,327,132,22,121,Wagner_WWV086B_166.png
8,4,2,449,132,22,116,Wagner_WWV086B_166.png
9,5,3,47,223,22,147,Wagner_WWV086B_166.png
10,6,3,195,223,22,116,Wagner_WWV086B_166.png
11,7,3,311,223,22,108,Wagner_WWV086B_166.png
12,8,3,421,223,22,145,Wagner_WWV086B_166.png
13,5,4,47,274,23,147,Wagner_WWV086B_166.png
14,6,4,195,274,23,116,Wagner_WWV086B_166.png
15,7,4,311,274,23,108,Wagner_WWV086B_166.png
16,8,4,421,274,23,145,Wagner_WWV086B_166.png
17,9,5,45,377,22,155,Wagner_WWV086B_166.png
18,10,5,202,377,22,141,Wagner_WWV086B_166.png
19,11,5,344,377,22,135,Wagner_WWV086B_166.png
20,12,5,479,377,22,84,Wagner_WWV086B_166.png
21,9,6,45,424,22,155,Wagner_WWV086B_166.png
22,10,6,202,424,22,141,Wagner_WWV086B_166.png
23,11,6,344,424,22,135,Wagner_WWV086B_166.png
24,12,6,479,424,22,84,Wagner_WWV086B_166.png
25,13,7,45,527,23,88,Wagner_WWV086B_166.png
26,14,7,135,527,23,75,Wagner_WWV086B_166.png
27,15,7,211,527,23,81,Wagner_WWV086B_166.png
28,16,7,293,527,23,81,Wagner_WWV086B_166.png
29,17,7,375,527,23,80,Wagner_WWV086B_166.png
30,18,7,456,527,23,55,Wagner_WWV086B_166.png
31,19,7,512,527,23,51,Wagner_WWV086B_166.png
32,13,8,45,576,22,88,Wagner_WWV086B_166.png
33,14,8,135,576,22,75,Wagner_WWV086B_166.png
34,15,8,211,576,22,81,Wagner_WWV086B_166.png
35,16,8,293,576,22,81,Wagner_WWV086B_166.png
36,17,8,375,576,22,80,Wagner_WWV086B_166.png
37,18,8,456,576,22,55,Wagner_WWV086B_166.png
38,19,8,512,576,22,51,Wagner_WWV086B_166.png
39,20,9,45,668,24,84,Wagner_WWV086B_166.png
40,21,9,130,668,24,69,Wagner_WWV086B_166.png
41,22,9,200,668,24,81,Wagner_WWV086B_166.png
42,23,9,282,668,24,88,Wagner_WWV086B_166.png
43,24,9,371,668,24,88,Wagner_WWV086B_166.png
44,25,9,460,668,24,90,Wagner_WWV086B_166.png
45,20,10,45,721,22,84,Wagner_WWV086B_166.png
46,21,10,130,721,22,69,Wagner_WWV086B_166.png
47,22,10,200,721,22,81,Wagner_WWV086B_166.png
48,23,10,282,721,22,88,Wagner_WWV086B_166.png
49,24,10,371,721,22,88,Wagner_WWV086B_166.png
50,25,10,460,721,22,90,Wagner_WWV086B_166.png
1,1,1,38,95,24,195,Wagner_WWV086B_167.png
2,2,1,234,95,24,162,Wagner_WWV086B_167.png
3,3,1,397,95,24,162,Wagner_WWV086B_167.png
4,1,2,38,147,23,195,Wagner_WWV086B_167.png
5,2,2,234,147,23,162,Wagner_WWV086B_167.png
6,3,2,397,147,23,162,Wagner_WWV086B_167.png
7,4,3,38,229,27,183,Wagner_WWV086B_167.png
8,5,3,224,229,27,111,Wagner_WWV086B_167.png
9,6,3,336,229,27,117,Wagner_WWV086B_167.png
10,7,3,453,229,27,105,Wagner_WWV086B_167.png
11,4,4,38,280,25,183,Wagner_WWV086B_167.png
12,5,4,224,280,25,111,Wagner_WWV086B_167.png
13,6,4,336,280,25,117,Wagner_WWV086B_167.png
14,7,4,453,280,25,105,Wagner_WWV086B_167.png
15,8,5,41,366,26,128,Wagner_WWV086B_167.png
16,9,5,169,366,26,127,Wagner_WWV086B_167.png
17,10,5,297,366,26,133,Wagner_WWV086B_167.png
18,11,5,430,366,26,132,Wagner_WWV086B_167.png
19,8,6,41,417,25,128,Wagner_WWV086B_167.png
20,9,6,169,417,25,127,Wagner_WWV086B_167.png
21,10,6,297,417,25,133,Wagner_WWV086B_167.png
22,11,6,430,417,25,132,Wagner_WWV086B_167.png
23,12,7,42,513,25,190,Wagner_WWV086B_167.png
24,13,7,233,513,25,160,Wagner_WWV086B_167.png
25,14,7,394,513,25,167,Wagner_WWV086B_167.png
26,12,8,42,562,22,190,Wagner_WWV086B_167.png
27,13,8,233,562,22,160,Wagner_WWV086B_167.png
28,14,8,394,562,22,167,Wagner_WWV086B_167.png
29,15,9,43,661,24,186,Wagner_WWV086B_167.png
30,16,9,230,661,24,165,Wagner_WWV086B_167.png
31,17,9,396,661,24,166,Wagner_WWV086B_167.png
32,15,10,43,709,22,186,Wagner_WWV086B_167.png
33,16,10,230,709,22,165,Wagner_WWV086B_167.png
34,17,10,396,709,22,166,Wagner_WWV086B_167.png
1,1,1,53,75,26,171,Wagner_WWV086B_168.png
2,2,1,225,75,26,155,Wagner_WWV086B_168.png
3,3,1,380,75,26,91,Wagner_WWV086B_168.png
4,4,1,474,75,26,99,Wagner_WWV086B_168.png
5,1,2,53,123,25,171,Wagner_WWV086B_168.png
6,2,2,225,123,25,155,Wagner_WWV086B_168.png
7,3,2,380,123,25,91,Wagner_WWV086B_168.png
8,4,2,474,123,25,99,Wagner_WWV086B_168.png
9,5,3,54,204,24,128,Wagner_WWV086B_168.png
10,6,3,183,204,24,130,Wagner_WWV086B_168.png
11,7,3,314,204,24,132,Wagner_WWV086B_168.png
12,8,3,447,204,24,127,Wagner_WWV086B_168.png
13,5,4,54,251,22,128,Wagner_WWV086B_168.png
14,6,4,183,251,22,130,Wagner_WWV086B_168.png
15,7,4,314,251,22,132,Wagner_WWV086B_168.png
16,8,4,447,251,22,127,Wagner_WWV086B_168.png
17,9,5,52,314,22,161,Wagner_WWV086B_168.png
18,10,5,215,314,22,176,Wagner_WWV086B_168.png
19,11,5,392,314,22,182,Wagner_WWV086B_168.png
20,9,6,52,363,21,161,Wagner_WWV086B_168.png
21,10,6,215,363,21,176,Wagner_WWV086B_168.png
22,11,6,392,363,21,182,Wagner_WWV086B_168.png
23,12,7,53,429,22,182,Wagner_WWV086B_168.png
24,13,7,237,429,22,84,Wagner_WWV086B_168.png
25,14,7,322,429,22,128,Wagner_WWV086B_168.png
26,15,7,451,429,22,123,Wagner_WWV086B_168.png
27,12,8,53,477,22,182,Wagner_WWV086B_168.png
28,13,8,237,477,22,84,Wagner_WWV086B_168.png
29,14,8,322,477,22,128,Wagner_WWV086B_168.png
30,15,8,451,477,22,123,Wagner_WWV086B_168.png
31,16,9,51,543,24,120,Wagner_WWV086B_168.png
32,17,9,173,543,24,73,Wagner_WWV086B_168.png
33,18,9,247,543,24,89,Wagner_WWV086B_168.png
34,19,9,337,543,24,112,Wagner_WWV086B_168.png
35,20,9,450,543,24,123,Wagner_WWV086B_168.png
36,16,10,51,592,23,120,Wagner_WWV086B_168.png
37,17,10,173,592,23,73,Wagner_WWV086B_168.png
38,18,10,247,592,23,89,Wagner_WWV086B_168.png
39,19,10,337,592,23,112,Wagner_WWV086B_168.png
40,20,10,450,592,23,123,Wagner_WWV086B_168.png
41,21,11,48,671,23,129,Wagner_WWV086B_168.png
42,22,11,178,671,23,98,Wagner_WWV086B_168.png
43,23,11,277,671,23,93,Wagner_WWV086B_168.png
44,24,11,371,671,23,100,Wagner_WWV086B_168.png
45,25,11,472,671,23,100,Wagner_WWV086B_168.png
46,21,12,48,718,24,129,Wagner_WWV086B_168.png
47,22,12,178,718,24,98,Wagner_WWV086B_168.png
48,23,12,277,718,24,93,Wagner_WWV086B_168.png
49,24,12,371,718,24,100,Wagner_WWV086B_168.png
50,25,12,472,718,24,100,Wagner_WWV086B_168.png
1,1,1,41,80,24,117,Wagner_WWV086B_169.png
2,2,1,159,80,24,102,Wagner_WWV086B_169.png
3,3,1,262,80,24,100,Wagner_WWV086B_169.png
4,4,1,363,80,24,98,Wagner_WWV086B_169.png
5,5,1,462,80,24,97,Wagner_WWV086B_169.png
6,1,2,41,124,22,117,Wagner_WWV086B_169.png
7,2,2,159,124,22,102,Wagner_WWV086B_169.png
8,3,2,262,124,22,100,Wagner_WWV086B_169.png
9,4,2,363,124,22,98,Wagner_WWV086B_169.png
10,5,2,462,124,22,97,Wagner_WWV086B_169.png
11,6,3,41,197,25,108,Wagner_WWV086B_169.png
12,7,3,150,197,25,87,Wagner_WWV086B_169.png
13,8,3,238,197,25,86,Wagner_WWV086B_169.png
14,9,3,324,197,25,87,Wagner_WWV086B_169.png
15,10,3,413,197,25,146,Wagner_WWV086B_169.png
16,6,4,41,248,21,108,Wagner_WWV086B_169.png
17,7,4,150,248,21,87,Wagner_WWV086B_169.png
18,8,4,238,248,21,86,Wagner_WWV086B_169.png
19,9,4,324,248,21,87,Wagner_WWV086B_169.png
20,10,4,413,248,21,146,Wagner_WWV086B_169.png
21,11,5,42,326,23,125,Wagner_WWV086B_169.png
22,12,5,168,326,23,116,Wagner_WWV086B_169.png
23,13,5,285,326,23,83,Wagner_WWV086B_169.png
24,14,5,369,326,23,105,Wagner_WWV086B_169.png
25,15,5,475,326,23,85,Wagner_WWV086B_169.png
26,11,6,42,379,22,125,Wagner_WWV086B_169.png
27,12,6,168,379,22,116,Wagner_WWV086B_169.png
28,13,6,285,379,22,83,Wagner_WWV086B_169.png
29,14,6,369,379,22,105,Wagner_WWV086B_169.png
30,15,6,475,379,22,85,Wagner_WWV086B_169.png
31,16,7,38,453,23,126,Wagner_WWV086B_169.png
32,17,7,166,453,23,91,Wagner_WWV086B_169.png
33,18,7,258,453,23,109,Wagner_WWV086B_169.png
34,19,7,367,453,23,95,Wagner_WWV086B_169.png
35,20,7,464,453,23,96,Wagner_WWV086B_169.png
36,16,8,38,500,21,126,Wagner_WWV086B_169.png
37,17,8,166,500,21,91,Wagner_WWV086B_169.png
38,18,8,258,500,21,109,Wagner_WWV086B_169.png
39,19,8,367,500,21,95,Wagner_WWV086B_169.png
40,20,8,464,500,21,96,Wagner_WWV086B_169.png
41,21,9,38,575,22,115,Wagner_WWV086B_169.png
42,22,9,155,575,22,141,Wagner_WWV086B_169.png
43,23,9,297,575,22,74,Wagner_WWV086B_169.png
44,24,9,372,575,22,105,Wagner_WWV086B_169.png
45,25,9,478,575,22,81,Wagner_WWV086B_169.png
46,21,10,38,621,22,115,Wagner_WWV086B_169.png
47,22,10,155,621,22,141,Wagner_WWV086B_169.png
48,23,10,297,621,22,74,Wagner_WWV086B_169.png
49,24,10,372,621,22,105,Wagner_WWV086B_169.png
50,25,10,478,621,22,81,Wagner_WWV086B_169.png
51,26,11,38,689,23,112,Wagner_WWV086B_169.png
52,27,11,151,689,23,103,Wagner_WWV086B_169.png
53,28,11,254,689,23,73,Wagner_WWV086B_169.png
54,29,11,329,689,23,102,Wagner_WWV086B_169.png
55,30,11,432,689,23,52,Wagner_WWV086B_169.png
56,31,11,486,689,23,73,Wagner_WWV086B_169.png
57,26,12,38,736,20,112,Wagner_WWV086B_169.png
58,27,12,151,736,20,103,Wagner_WWV086B_169.png
59,28,12,254,736,20,73,Wagner_WWV086B_169.png
60,29,12,329,736,20,102,Wagner_WWV086B_169.png
61,30,12,432,736,20,52,Wagner_WWV086B_169.png
62,31,12,486,736,20,73,Wagner_WWV086B_169.png
1,1,1,49,72,22,130,Wagner_WWV086B_170.png
2,2,1,180,72,22,70,Wagner_WWV086B_170.png
3,3,1,251,72,22,56,Wagner_WWV086B_170.png
4,4,1,308,72,22,50,Wagner_WWV086B_170.png
5,5,1,359,72,22,42,Wagner_WWV086B_170.png
6,6,1,402,72,22,66,Wagner_WWV086B_170.png
7,7,1,469,72,22,100,Wagner_WWV086B_170.png
8,1,2,49,123,21,130,Wagner_WWV086B_170.png
9,2,2,180,123,21,70,Wagner_WWV086B_170.png
10,3,2,251,123,21,56,Wagner_WWV086B_170.png
11,4,2,308,123,21,50,Wagner_WWV086B_170.png
12,5,2,359,123,21,42,Wagner_WWV086B_170.png
13,6,2,402,123,21,66,Wagner_WWV086B_170.png
14,7,2,469,123,21,100,Wagner_WWV086B_170.png
15,8,3,50,187,24,116,Wagner_WWV086B_170.png
16,9,3,167,187,24,77,Wagner_WWV086B_170.png
17,10,3,246,187,24,66,Wagner_WWV086B_170.png
18,11,3,313,187,24,77,Wagner_WWV086B_170.png
19,12,3,391,187,24,83,Wagner_WWV086B_170.png
20,13,3,475,187,24,94,Wagner_WWV086B_170.png
21,8,4,50,240,21,116,Wagner_WWV086B_170.png
22,9,4,167,240,21,77,Wagner_WWV086B_170.png
23,10,4,246,240,21,66,Wagner_WWV086B_170.png
24,11,4,313,240,21,77,Wagner_WWV086B_170.png
25,12,4,391,240,21,83,Wagner_WWV086B_170.png
26,13,4,475,240,21,94,Wagner_WWV086B_170.png
27,14,5,50,306,23,84,Wagner_WWV086B_170.png
28,15,5,135,306,23,66,Wagner_WWV086B_170.png
29,16,5,202,306,23,87,Wagner_WWV086B_170.png
30,17,5,290,306,23,100,Wagner_WWV086B_170.png
31,18,5,391,306,23,79,Wagner_WWV086B_170.png
32,19,5,471,306,23,98,Wagner_WWV086B_170.png
33,14,6,50,359,21,84,Wagner_WWV086B_170.png
34,15,6,135,359,21,66,Wagner_WWV086B_170.png
35,16,6,202,359,21,87,Wagner_WWV086B_170.png
36,17,6,290,359,21,100,Wagner_WWV086B_170.png
37,18,6,391,359,21,79,Wagner_WWV086B_170.png
38,19,6,471,359,21,98,Wagner_WWV086B_170.png
39,20,7,49,429,21,138,Wagner_WWV086B_170.png
40,21,7,188,429,21,91,Wagner_WWV086B_170.png
41,22,7,279,429,21,98,Wagner_WWV086B_170.png
42,23,7,379,429,21,109,Wagner_WWV086B_170.png
43,24,7,489,429,21,79,Wagner_WWV086B_170.png
44,20,8,49,479,22,138,Wagner_WWV086B_170.png
45,21,8,188,479,22,91,Wagner_WWV086B_170.png
46,22,8,279,479,22,98,Wagner_WWV086B_170.png
47,23,8,379,479,22,109,Wagner_WWV086B_170.png
48,24,8,489,479,22,79,Wagner_WWV086B_170.png
49,25,9,50,546,23,130,Wagner_WWV086B_170.png
50,26,9,181,546,23,102,Wagner_WWV086B_170.png
51,27,9,284,546,23,126,Wagner_WWV086B_170.png
52,28,9,410,546,23,59,Wagner_WWV086B_170.png
53,29,9,470,546,23,97,Wagner_WWV086B_170.png
54,25,10,50,596,22,130,Wagner_WWV086B_170.png
55,26,10,181,596,22,102,Wagner_WWV086B_170.png
56,27,10,284,596,22,126,Wagner_WWV086B_170.png
57,28,10,410,596,22,59,Wagner_WWV086B_170.png
58,29,10,470,596,22,97,Wagner_WWV086B_170.png
59,30,11,50,665,24,133,Wagner_WWV086B_170.png
60,31,11,184,665,24,97,Wagner_WWV086B_170.png
61,32,11,282,665,24,97,Wagner_WWV086B_170.png
62,33,11,381,665,24,97,Wagner_WWV086B_170.png
63,34,11,479,665,24,89,Wagner_WWV086B_170.png
64,30,12,50,721,22,133,Wagner_WWV086B_170.png
65,31,12,184,721,22,97,Wagner_WWV086B_170.png
66,32,12,282,721,22,97,Wagner_WWV086B_170.png
67,33,12,381,721,22,97,Wagner_WWV086B_170.png
68,34,12,479,721,22,89,Wagner_WWV086B_170.png
1,1,1,38,76,23,98,Wagner_WWV086B_171.png
2,2,1,137,76,23,55,Wagner_WWV086B_171.png
3,3,1,193,76,23,63,Wagner_WWV086B_171.png
4,4,1,257,76,23,57,Wagner_WWV086B_171.png
5,5,1,315,76,23,76,Wagner_WWV086B_171.png
6,6,1,392,76,23,83,Wagner_WWV086B_171.png
7,7,1,476,76,23,79,Wagner_WWV086B_171.png
8,1,2,38,118,20,98,Wagner_WWV086B_171.png
9,2,2,137,118,20,55,Wagner_WWV086B_171.png
10,3,2,193,118,20,63,Wagner_WWV086B_171.png
11,4,2,257,118,20,57,Wagner_WWV086B_171.png
12,5,2,315,118,20,76,Wagner_WWV086B_171.png
13,6,2,392,118,20,83,Wagner_WWV086B_171.png
14,7,2,476,118,20,79,Wagner_WWV086B_171.png
15,8,3,39,210,21,119,Wagner_WWV086B_171.png
16,9,3,160,210,21,73,Wagner_WWV086B_171.png
17,10,3,233,210,21,70,Wagner_WWV086B_171.png
18,11,3,304,210,21,51,Wagner_WWV086B_171.png
19,12,3,356,210,21,70,Wagner_WWV086B_171.png
20,13,3,427,210,21,70,Wagner_WWV086B_171.png
21,14,3,499,210,21,59,Wagner_WWV086B_171.png
22,8,4,39,250,20,119,Wagner_WWV086B_171.png
23,9,4,160,250,20,73,Wagner_WWV086B_171.png
24,10,4,233,250,20,70,Wagner_WWV086B_171.png
